,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
10949,L116514,BindingListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/BindingListener.java,L116513,1,0,6,2,0,2,310,0
10950,L116515,ClusterMonitor.java,enterprise/cluster/src/main/java/org/neo4j/cluster/ClusterMonitor.java,L116513,1,0,9,8,0,4,505,0
10951,L116516,ClusterSettings.java,enterprise/cluster/src/main/java/org/neo4j/cluster/ClusterSettings.java,L116513,1,0,63,30,0,9,505,0
10952,L116517,DelayedDirectExecutor.java,enterprise/cluster/src/main/java/org/neo4j/cluster/DelayedDirectExecutor.java,L116513,3,0,56,2,0,2,310,0
10953,L116518,ExecutorLifecycleAdapter.java,enterprise/cluster/src/main/java/org/neo4j/cluster/ExecutorLifecycleAdapter.java,L116513,3,0,49,3,0,3,310,0
10954,L116519,InstanceId.java,enterprise/cluster/src/main/java/org/neo4j/cluster/InstanceId.java,L116513,5,0,62,2,0,2,2472,1
10955,L116520,MultiPaxosServerFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/MultiPaxosServerFactory.java,L116513,2,0,191,53,0,10,1296,1
10956,L116521,NetworkedServerFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/NetworkedServerFactory.java,L116513,2,0,152,33,0,12,505,1
10957,L116522,ProtocolServer.java,enterprise/cluster/src/main/java/org/neo4j/cluster/ProtocolServer.java,L116513,4,0,97,25,0,11,505,0
10958,L116523,ProtocolServerFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/ProtocolServerFactory.java,L116513,1,0,18,12,0,7,5350,0
10959,L116524,StateMachines.java,enterprise/cluster/src/main/java/org/neo4j/cluster/StateMachines.java,L116513,15,0,204,19,0,5,1296,1
10960,L116548,ClusterClient.java,enterprise/cluster/src/main/java/org/neo4j/cluster/client/ClusterClient.java,L116547,4,0,472,74,0,13,5350,1
10961,L116549,ClusterJoin.java,enterprise/cluster/src/main/java/org/neo4j/cluster/client/ClusterJoin.java,L116547,18,0,204,58,0,12,505,0
10962,L116550,Clusters.java,enterprise/cluster/src/main/java/org/neo4j/cluster/client/Clusters.java,L116547,21,0,185,7,0,4,1296,0
10963,L116551,ClustersXMLSerializer.java,enterprise/cluster/src/main/java/org/neo4j/cluster/client/ClustersXMLSerializer.java,L116547,6,0,60,2,0,2,310,0
10964,L117088,BindingNotifier.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/BindingNotifier.java,L117087,1,0,7,1,0,1,1296,0
10965,L117089,ChannelOpenFailedException.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/ChannelOpenFailedException.java,L117087,1,0,20,4,0,4,828,0
10966,L117090,NetworkReceiver.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/NetworkReceiver.java,L117087,14,0,271,14,0,7,505,1
10967,L117091,NetworkSender.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/NetworkSender.java,L117087,21,0,335,28,0,9,505,1
10968,L117719,NettyLoggerFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/logging/NettyLoggerFactory.java,L117718,2,0,98,3,0,2,5350,0
10969,L117755,ClusterMemberAvailability.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/ClusterMemberAvailability.java,L117754,1,0,7,2,0,2,1296,0
10970,L117756,ClusterMemberEvents.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/ClusterMemberEvents.java,L117754,1,0,6,2,0,2,1296,0
10971,L117757,ClusterMemberListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/ClusterMemberListener.java,L117754,1,0,35,4,0,3,2472,0
10972,L118444,ConfigurationContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/ConfigurationContext.java,L118443,1,0,17,13,0,4,5350,0
10973,L118445,LoggingContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/LoggingContext.java,L118443,1,0,6,2,0,2,1296,0
10974,L118446,TimeoutsContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/TimeoutsContext.java,L118443,1,0,8,7,0,3,5350,0
10975,L122930,State.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/State.java,L122929,1,0,9,3,0,2,1296,0
10976,L122931,StateMachine.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateMachine.java,L122929,4,0,77,9,0,4,412,0
10977,L122932,StateMachineConversations.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateMachineConversations.java,L122929,1,0,16,16,0,7,505,0
10978,L122933,StateMachineProxyFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateMachineProxyFactory.java,L122929,25,0,230,31,0,10,505,0
10979,L122934,StateMachineProxyHandler.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateMachineProxyHandler.java,L122929,3,0,25,2,0,2,310,0
10980,L122935,StateMachineRules.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateMachineRules.java,L122929,8,0,73,4,0,2,1296,0
10981,L122936,StateTransition.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateTransition.java,L122929,8,0,73,2,0,2,310,0
10982,L122937,StateTransitionListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateTransitionListener.java,L122929,1,0,5,2,0,2,310,0
10983,L122938,StateTransitionLogger.java,enterprise/cluster/src/main/java/org/neo4j/cluster/statemachine/StateTransitionLogger.java,L122929,8,0,56,18,0,6,5350,0
10984,L123269,FixedTimeoutStrategy.java,enterprise/cluster/src/main/java/org/neo4j/cluster/timeout/FixedTimeoutStrategy.java,L123268,1,0,28,2,0,2,310,0
10985,L123270,LatencyCalculator.java,enterprise/cluster/src/main/java/org/neo4j/cluster/timeout/LatencyCalculator.java,L123268,8,0,91,3,0,2,1296,0
10986,L123271,MessageTimeoutStrategy.java,enterprise/cluster/src/main/java/org/neo4j/cluster/timeout/MessageTimeoutStrategy.java,L123268,2,0,53,2,0,2,310,0
10987,L123272,Timeouts.java,enterprise/cluster/src/main/java/org/neo4j/cluster/timeout/Timeouts.java,L123268,10,0,126,4,0,3,2319,0
10988,L123273,TimeoutStrategy.java,enterprise/cluster/src/main/java/org/neo4j/cluster/timeout/TimeoutStrategy.java,L123268,1,0,9,2,0,2,310,0
10989,L123415,Quorums.java,enterprise/cluster/src/main/java/org/neo4j/cluster/util/Quorums.java,L123414,1,0,8,2,0,1,2319,0
10990,L117106,Message.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/Message.java,L117105,24,0,157,29,0,7,5350,0
10991,L117107,MessageHolder.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/MessageHolder.java,L117105,1,0,5,2,0,1,1296,0
10992,L117108,MessageProcessor.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/MessageProcessor.java,L117105,1,0,5,4,0,3,2472,0
10993,L117109,MessageSender.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/MessageSender.java,L117105,1,0,6,2,0,1,1296,0
10994,L117110,MessageSource.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/MessageSource.java,L117105,1,0,5,4,0,4,828,0
10995,L117111,MessageType.java,enterprise/cluster/src/main/java/org/neo4j/cluster/com/message/MessageType.java,L117105,1,0,5,2,0,2,310,0
10996,L117796,MemberIsAvailable.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/paxos/MemberIsAvailable.java,L117795,8,0,102,9,0,5,257,0
10997,L117797,MemberIsUnavailable.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/paxos/MemberIsUnavailable.java,L117795,1,0,55,6,0,3,2472,0
10998,L117798,PaxosClusterMemberAvailability.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/paxos/PaxosClusterMemberAvailability.java,L117795,3,0,97,19,0,10,2319,0
10999,L117799,PaxosClusterMemberEvents.java,enterprise/cluster/src/main/java/org/neo4j/cluster/member/paxos/PaxosClusterMemberEvents.java,L117795,11,0,359,27,0,10,1296,1
11000,L118449,AtomicBroadcast.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/AtomicBroadcast.java,L118448,1,0,7,2,0,2,310,0
11001,L118450,AtomicBroadcastListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/AtomicBroadcastListener.java,L118448,1,0,5,2,0,2,310,0
11002,L118451,AtomicBroadcastSerializer.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/AtomicBroadcastSerializer.java,L118448,1,0,34,13,0,7,5350,0
11003,L118452,LenientObjectInputStream.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/LenientObjectInputStream.java,L118448,5,0,37,9,0,3,5350,0
11004,L118453,LenientObjectOutputStream.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/LenientObjectOutputStream.java,L118448,4,0,46,10,0,5,5350,0
11005,L118454,ObjectInputStreamFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/ObjectInputStreamFactory.java,L118448,1,0,8,5,0,4,3997,0
11006,L118455,ObjectOutputStreamFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/ObjectOutputStreamFactory.java,L118448,1,0,8,4,0,3,5350,0
11007,L118456,ObjectStreamFactory.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/ObjectStreamFactory.java,L118448,1,0,24,4,0,3,5350,0
11008,L118457,Payload.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/Payload.java,L118448,1,0,42,3,0,3,310,0
11009,L118458,VersionMapper.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/VersionMapper.java,L118448,1,0,19,7,0,4,5350,0
11010,L120847,Cluster.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/Cluster.java,L120846,1,0,11,5,0,4,505,0
11011,L120848,ClusterConfiguration.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterConfiguration.java,L120846,17,0,235,20,0,6,2319,0
11012,L120849,ClusterContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterContext.java,L120846,1,0,44,43,0,11,5350,0
11013,L120850,ClusterEntryDeniedException.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterEntryDeniedException.java,L120846,1,0,16,8,0,4,5350,0
11014,L120851,ClusterListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterListener.java,L120846,1,0,40,4,0,3,2472,1
11015,L120852,ClusterMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterMessage.java,L120846,56,0,332,15,0,6,2319,0
11016,L120853,ClusterState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/cluster/ClusterState.java,L120846,51,0,418,65,0,9,1296,0
11017,L121749,ClusterLeaveReelectionListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ClusterLeaveReelectionListener.java,L121748,1,0,21,8,0,6,5350,1
11018,L121750,Election.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/Election.java,L121748,1,0,8,8,0,5,2472,0
11019,L121751,ElectionContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionContext.java,L121748,1,0,35,39,0,7,2319,0
11020,L121752,ElectionCredentials.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionCredentials.java,L121748,1,0,4,3,0,3,310,0
11021,L121753,ElectionCredentialsProvider.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionCredentialsProvider.java,L121748,1,0,5,5,0,4,2472,0
11022,L121754,ElectionMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionMessage.java,L121748,1,0,41,10,0,6,5350,0
11023,L121755,ElectionRole.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionRole.java,L121748,1,0,13,2,0,2,310,0
11024,L121756,ElectionState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ElectionState.java,L121748,37,0,268,60,0,7,5350,0
11025,L121757,HeartbeatReelectionListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/HeartbeatReelectionListener.java,L121748,1,0,26,9,0,6,5350,0
11026,L121758,NotElectableElectionCredentials.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/NotElectableElectionCredentials.java,L121748,3,0,41,4,0,4,505,0
11027,L121759,NotElectableElectionCredentialsProvider.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/NotElectableElectionCredentialsProvider.java,L121748,1,0,10,4,0,4,505,0
11028,L121760,ServerIdElectionCredentials.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ServerIdElectionCredentials.java,L121748,1,0,16,4,0,4,310,0
11029,L121761,ServerIdElectionCredentialsProvider.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/election/ServerIdElectionCredentialsProvider.java,L121748,1,0,18,8,0,5,2319,0
11030,L122017,Heartbeat.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/Heartbeat.java,L122016,1,0,6,2,0,2,310,0
11031,L122018,HeartbeatContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatContext.java,L122016,1,0,26,29,0,8,2319,0
11032,L122019,HeartbeatIAmAliveProcessor.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatIAmAliveProcessor.java,L122016,8,0,48,24,0,7,1296,1
11033,L122020,HeartbeatJoinListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatJoinListener.java,L122016,1,0,19,5,0,2,1296,0
11034,L122021,HeartbeatListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatListener.java,L122016,1,0,18,4,0,3,1296,0
11035,L122022,HeartbeatMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatMessage.java,L122016,13,0,95,12,0,5,2319,0
11036,L122023,HeartbeatRefreshProcessor.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatRefreshProcessor.java,L122016,5,0,42,14,0,4,1296,0
11037,L122024,HeartbeatState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatState.java,L122016,26,0,191,42,0,10,5350,0
11038,L122235,CollectionRound.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/CollectionRound.java,L122234,1,0,34,2,0,2,310,0
11039,L122236,OmegaContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/OmegaContext.java,L122234,11,0,152,5,0,3,1296,0
11040,L122237,OmegaListener.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/OmegaListener.java,L122234,1,0,4,2,0,2,310,0
11041,L122238,OmegaMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/OmegaMessage.java,L122234,1,0,11,2,0,2,310,0
11042,L122239,OmegaState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/OmegaState.java,L122234,17,0,127,4,0,2,1296,0
11043,L122240,RefreshRound.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/RefreshRound.java,L122234,1,0,4,2,0,2,310,0
11044,L122720,Snapshot.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/snapshot/Snapshot.java,L122719,1,0,6,2,0,2,310,0
11045,L122721,SnapshotContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/snapshot/SnapshotContext.java,L122719,1,0,30,6,0,5,5350,0
11046,L122722,SnapshotMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/snapshot/SnapshotMessage.java,L122719,5,0,92,8,0,6,5350,0
11047,L122723,SnapshotProvider.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/snapshot/SnapshotProvider.java,L122719,1,0,11,2,0,2,310,0
11048,L122724,SnapshotState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/snapshot/SnapshotState.java,L122719,15,0,132,28,0,8,505,0
11049,L118537,AcceptorContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AcceptorContext.java,L118536,1,0,10,13,0,5,5350,0
11050,L118538,AcceptorInstance.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AcceptorInstance.java,L118536,1,0,22,2,0,2,310,0
11051,L118539,AcceptorInstanceStore.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AcceptorInstanceStore.java,L118536,1,0,9,4,0,4,5350,0
11052,L118540,AcceptorMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AcceptorMessage.java,L118536,12,0,102,4,0,3,2319,0
11053,L118541,AcceptorState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AcceptorState.java,L118536,7,0,97,6,0,3,2472,0
11054,L118542,AtomicBroadcastContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastContext.java,L118536,1,0,12,6,0,4,1296,0
11055,L118543,AtomicBroadcastMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastMessage.java,L118536,1,0,9,2,0,2,310,0
11056,L118544,AtomicBroadcastState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/AtomicBroadcastState.java,L118536,17,0,169,25,0,7,5350,0
11057,L118545,InMemoryAcceptorInstanceStore.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/InMemoryAcceptorInstanceStore.java,L118536,8,0,86,10,0,5,2319,0
11058,L118546,InstanceId.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/InstanceId.java,L118536,5,0,58,2,0,2,310,0
11059,L118547,LearnerContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/LearnerContext.java,L118536,1,0,23,18,0,5,5350,0
11060,L118548,LearnerMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/LearnerMessage.java,L118536,8,0,98,14,0,5,5350,0
11061,L118549,LearnerState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/LearnerState.java,L118536,28,0,223,40,0,11,5350,0
11062,L118550,PaxosClusterConfiguration.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/PaxosClusterConfiguration.java,L118536,1,0,39,2,0,2,310,0
11063,L118551,PaxosInstance.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/PaxosInstance.java,L118536,9,0,148,15,0,6,5350,0
11064,L118552,PaxosInstanceStore.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/PaxosInstanceStore.java,L118536,11,0,88,4,0,3,2319,0
11065,L118553,ProposerContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/ProposerContext.java,L118536,1,0,25,10,0,6,1296,0
11066,L118554,ProposerMessage.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/ProposerMessage.java,L118536,12,0,139,4,0,3,2319,0
11067,L118555,ProposerState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/ProposerState.java,L118536,53,0,375,51,0,6,5350,0
11068,L118556,Vote.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/Vote.java,L118536,6,0,60,10,0,5,5350,0
11069,L122511,CollectPayload.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/payload/CollectPayload.java,L122510,4,0,37,2,0,2,310,0
11070,L122512,CollectResponsePayload.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/payload/CollectResponsePayload.java,L122510,10,0,82,2,0,2,310,0
11071,L122513,RefreshAckPayload.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/payload/RefreshAckPayload.java,L122510,1,0,14,2,0,2,310,0
11072,L122514,RefreshPayload.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/payload/RefreshPayload.java,L122510,1,0,36,2,0,2,310,0
11073,L122579,EpochNumber.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/state/EpochNumber.java,L122578,5,0,55,2,0,2,310,0
11074,L122580,State.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/state/State.java,L122578,5,0,51,2,0,2,310,0
11075,L122581,View.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/omega/state/View.java,L122578,4,0,46,2,0,2,310,0
11076,L118849,AbstractContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/AbstractContextImpl.java,L118848,1,0,94,2,0,1,2319,0
11077,L118850,AcceptorContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/AcceptorContextImpl.java,L118848,7,0,68,2,0,1,2319,0
11078,L118851,AtomicBroadcastContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/AtomicBroadcastContextImpl.java,L118848,4,0,67,2,0,1,2319,0
11079,L118852,ClusterContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/ClusterContextImpl.java,L118848,29,0,369,2,0,1,2319,0
11080,L118853,CommonContextState.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/CommonContextState.java,L118848,15,0,120,6,0,2,5350,0
11081,L118854,ElectionContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/ElectionContextImpl.java,L118848,28,0,416,4,0,3,5350,0
11082,L118855,HeartbeatContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/HeartbeatContextImpl.java,L118848,29,0,262,6,0,2,5350,0
11083,L118856,LearnerContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/LearnerContextImpl.java,L118848,16,0,198,12,0,2,5350,0
11084,L118857,MultiPaxosContext.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/MultiPaxosContext.java,L118848,13,0,191,2,0,1,2319,0
11085,L118858,ProposerContextImpl.java,enterprise/cluster/src/main/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/ProposerContextImpl.java,L118848,23,0,201,2,0,1,2319,0
11086,L116530,ClusterAssertion.java,enterprise/cluster/src/test/java/org/neo4j/cluster/ClusterAssertion.java,L116529,7,0,128,1,0,1,1296,0
11087,L116531,FixedNetworkLatencyStrategy.java,enterprise/cluster/src/test/java/org/neo4j/cluster/FixedNetworkLatencyStrategy.java,L116529,1,0,21,2,0,2,310,0
11088,L116532,Goal.java,enterprise/cluster/src/test/java/org/neo4j/cluster/Goal.java,L116529,10,0,67,2,0,2,310,0
11089,L116533,MultipleFailureLatencyStrategy.java,enterprise/cluster/src/test/java/org/neo4j/cluster/MultipleFailureLatencyStrategy.java,L116529,5,0,34,2,0,2,310,0
11090,L116534,NetworkLatencyStrategy.java,enterprise/cluster/src/test/java/org/neo4j/cluster/NetworkLatencyStrategy.java,L116529,1,0,8,2,0,2,310,0
11091,L116535,NetworkMock.java,enterprise/cluster/src/test/java/org/neo4j/cluster/NetworkMock.java,L116529,16,0,237,20,0,6,505,1
11092,L116536,RandomDropNetworkFailureLatencyStrategy.java,enterprise/cluster/src/test/java/org/neo4j/cluster/RandomDropNetworkFailureLatencyStrategy.java,L116529,2,0,24,2,0,2,310,0
11093,L116537,ScriptableNetworkFailureLatencyStrategy.java,enterprise/cluster/src/test/java/org/neo4j/cluster/ScriptableNetworkFailureLatencyStrategy.java,L116529,4,0,42,2,0,2,310,0
11094,L116538,StateMachinesTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/StateMachinesTest.java,L116529,3,0,138,15,0,4,1296,0
11095,L116539,StateTransitionExpectations.java,enterprise/cluster/src/test/java/org/neo4j/cluster/StateTransitionExpectations.java,L116529,22,0,168,2,0,2,310,0
11096,L116540,TestProtocolServer.java,enterprise/cluster/src/test/java/org/neo4j/cluster/TestProtocolServer.java,L116529,4,0,123,16,0,7,2319,0
11097,L116541,Verifier.java,enterprise/cluster/src/test/java/org/neo4j/cluster/Verifier.java,L116529,1,0,5,2,0,2,310,0
11098,L116542,VerifyInstanceConfiguration.java,enterprise/cluster/src/test/java/org/neo4j/cluster/VerifyInstanceConfiguration.java,L116529,1,0,17,1,0,1,1296,0
11099,L116553,ClustersXMLSerializerTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/client/ClustersXMLSerializerTest.java,L116552,1,0,22,4,0,4,533,0
11100,L122940,StateTransitionLoggerTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/statemachine/StateTransitionLoggerTest.java,L122939,1,0,29,6,0,2,5350,0
11101,L117114,MessageTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/com/message/MessageTest.java,L117113,1,0,36,4,0,4,5350,0
11102,L117115,NetworkSenderReceiverTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/com/message/NetworkSenderReceiverTest.java,L117113,3,0,262,26,0,9,5350,0
11103,L117116,TrackingMessageHolder.java,enterprise/cluster/src/test/java/org/neo4j/cluster/com/message/TrackingMessageHolder.java,L117113,1,0,21,4,0,1,5350,0
11104,L117802,ClusterMembersSnapshotTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/member/paxos/ClusterMembersSnapshotTest.java,L117801,5,0,102,10,0,7,257,0
11105,L118461,AtomicBroadcastMap.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/AtomicBroadcastMap.java,L118460,28,0,340,7,0,4,5350,0
11106,L118462,LenientObjectInputStreamTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/LenientObjectInputStreamTest.java,L118460,1,0,48,3,0,2,5350,0
11107,L118463,LenientObjectOutputStreamTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/LenientObjectOutputStreamTest.java,L118460,1,0,57,3,0,2,5350,0
11108,L120855,ClusterConfigurationTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterConfigurationTest.java,L120854,1,0,67,5,0,3,505,0
11109,L120856,ClusterHeartbeatTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterHeartbeatTest.java,L120854,1,0,89,14,0,6,1296,0
11110,L120857,ClusterMembershipTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterMembershipTest.java,L120854,1,0,167,24,0,5,1296,0
11111,L120858,ClusterMockTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterMockTest.java,L120854,51,0,713,41,0,8,5350,0
