,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
407,L121,DiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/DiskCache.java,L120,1,0,15,1,932,2,0,0
408,L1162,BaseMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/BaseMemoryCache.java,L1161,3,0,37,1,932,10,2,0
409,L1163,LimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/LimitedMemoryCache.java,L1161,7,0,62,1,932,11,1,0
410,L1164,MemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/MemoryCache.java,L1161,1,0,10,1,932,2,0,0
411,L1572,ContentLengthInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/ContentLengthInputStream.java,L1571,1,0,47,1,932,6,0,0
412,L1573,FailReason.java,library/src/com/nostra13/universalimageloader/core/assist/FailReason.java,L1571,1,0,22,1,932,9,0,0
413,L1574,FlushedInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/FlushedInputStream.java,L1571,4,0,26,1,932,3,0,0
414,L1575,ImageScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ImageScaleType.java,L1571,1,0,9,1,932,8,0,0
415,L1576,ImageSize.java,library/src/com/nostra13/universalimageloader/core/assist/ImageSize.java,L1571,2,0,36,1,932,8,0,0
416,L1577,LoadedFrom.java,library/src/com/nostra13/universalimageloader/core/assist/LoadedFrom.java,L1571,1,0,4,1,932,2,0,0
417,L1578,QueueProcessingType.java,library/src/com/nostra13/universalimageloader/core/assist/QueueProcessingType.java,L1571,1,0,4,1,932,5,0,0
418,L1579,ViewScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ViewScaleType.java,L1571,9,0,22,1,932,8,0,0
419,L2481,BaseImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/BaseImageDecoder.java,L2480,29,0,182,1,932,22,4,0
420,L2482,ImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecoder.java,L2480,1,0,6,1,932,3,0,0
421,L2483,ImageDecodingInfo.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecodingInfo.java,L2480,3,0,89,2,932,13,0,0
422,L2933,BitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/BitmapDisplayer.java,L2932,1,0,7,1,932,14,1,0
423,L2934,FadeInBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/FadeInBitmapDisplayer.java,L2932,8,0,41,2,932,16,1,0
424,L2935,RoundedBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedBitmapDisplayer.java,L2932,2,0,65,1,932,23,5,0
425,L2936,RoundedVignetteBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedVignetteBitmapDisplayer.java,L2932,2,0,34,1,932,3,0,0
426,L2937,SimpleBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/SimpleBitmapDisplayer.java,L2932,1,0,10,1,932,10,1,0
427,L3417,BaseImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/BaseImageDownloader.java,L3416,21,0,164,4,932,39,2,0
428,L3418,ImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/ImageDownloader.java,L3416,5,0,39,3,932,21,2,0
429,L3666,ImageAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageAware.java,L3665,1,0,15,1,932,12,1,0
430,L3667,ImageViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageViewAware.java,L3665,10,0,76,2,932,17,1,0
431,L3668,NonViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/NonViewAware.java,L3665,4,0,54,1,932,2,0,0
432,L3669,ViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ViewAware.java,L3665,19,0,97,1,932,2,0,0
433,L4474,ImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingListener.java,L4473,1,0,10,1,932,2,0,0
434,L4475,ImageLoadingProgressListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingProgressListener.java,L4473,1,0,5,1,932,2,0,0
435,L4476,PauseOnScrollListener.java,library/src/com/nostra13/universalimageloader/core/listener/PauseOnScrollListener.java,L4473,8,0,49,1,932,2,0,0
436,L4477,SimpleImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/SimpleImageLoadingListener.java,L4473,1,0,18,1,932,2,0,0
437,L4786,BitmapProcessor.java,library/src/com/nostra13/universalimageloader/core/process/BitmapProcessor.java,L4785,1,0,6,1,932,7,0,0
438,L174,BaseDiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/BaseDiskCache.java,L173,16,0,127,1,932,1,0,0
439,L175,LimitedAgeDiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/LimitedAgeDiskCache.java,L173,6,0,74,1,932,1,0,0
440,L176,UnlimitedDiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/UnlimitedDiskCache.java,L173,1,0,14,1,932,1,0,0
441,L1110,FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java,L1109,1,0,4,1,932,8,0,0
442,L1111,HashCodeFileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java,L1109,1,0,7,1,932,5,0,0
443,L1112,Md5FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java,L1109,2,0,26,1,932,5,0,0
444,L1219,FIFOLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java,L1218,3,0,48,1,932,9,0,0
445,L1220,FuzzyKeyMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java,L1218,4,0,45,1,932,10,0,0
446,L1221,LargestLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java,L1218,6,0,68,2,932,12,0,0
447,L1222,LimitedAgeMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java,L1218,4,0,47,1,932,8,0,0
448,L1223,LRULimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java,L1218,3,0,63,1,932,9,0,0
449,L1224,LruMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java,L1218,15,0,95,1,932,7,1,0
450,L1225,UsingFreqLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java,L1218,8,0,79,1,932,9,0,0
451,L1226,WeakMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java,L1218,1,0,11,1,932,8,0,0
452,L1627,BlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java,L1626,1,0,42,1,932,1,0,0
453,L1628,Deque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java,L1626,1,0,36,1,932,1,0,0
454,L1629,LIFOLinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java,L1626,1,0,13,1,932,2,0,0
455,L1630,LinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java,L1626,74,0,632,1,932,1,0,0
456,L311,DiskLruCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/DiskLruCache.java,L310,104,0,656,1,932,9,0,0
457,L312,LruDiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiskCache.java,L310,21,0,167,1,932,1,0,0
458,L313,StrictLineReader.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/StrictLineReader.java,L310,20,0,93,1,932,7,0,0
459,L314,Util.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/Util.java,L310,9,0,50,1,932,7,0,0
460,L1586,ImageSizeTest.java,library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java,L1585,1,0,140,2,932,11,1,0
461,L3420,BaseImageDownloaderTest.java,library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java,L3419,1,0,58,2,932,4,0,0
462,L5065,Constants.java,sample/src/com/nostra13/universalimageloader/sample/Constants.java,L5064,1,0,149,1,932,4,0,0
463,L5066,UILApplication.java,sample/src/com/nostra13/universalimageloader/sample/UILApplication.java,L5064,3,0,33,1,932,2,0,0
464,L5069,ComplexImageActivity.java,sample/src/com/nostra13/universalimageloader/sample/activity/ComplexImageActivity.java,L5068,6,0,62,1,932,1,0,0
465,L5070,HomeActivity.java,sample/src/com/nostra13/universalimageloader/sample/activity/HomeActivity.java,L5068,6,0,102,1,932,1,0,0
466,L5071,SimpleImageActivity.java,sample/src/com/nostra13/universalimageloader/sample/activity/SimpleImageActivity.java,L5068,9,0,58,1,932,1,0,0
467,L5279,BrokenJpegImageDecoder.java,sample/src/com/nostra13/universalimageloader/sample/ext/BrokenJpegImageDecoder.java,L5278,4,0,39,1,932,1,0,0
468,L5280,HttpClientImageDownloader.java,sample/src/com/nostra13/universalimageloader/sample/ext/HttpClientImageDownloader.java,L5278,1,0,25,1,932,1,0,0
469,L5281,OkHttpImageDownloader.java,sample/src/com/nostra13/universalimageloader/sample/ext/OkHttpImageDownloader.java,L5278,1,0,19,1,932,1,0,0
470,L5282,OldRoundedBitmapDisplayer.java,sample/src/com/nostra13/universalimageloader/sample/ext/OldRoundedBitmapDisplayer.java,L5278,18,0,144,1,932,1,0,0
471,L5381,AbsListViewBaseFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/AbsListViewBaseFragment.java,L5380,3,0,57,1,932,1,0,0
472,L5382,BaseFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/BaseFragment.java,L5380,3,0,31,1,932,1,0,0
473,L5383,ImageGalleryFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/ImageGalleryFragment.java,L5380,2,0,79,1,932,2,0,0
474,L5384,ImageGridFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/ImageGridFragment.java,L5380,2,0,106,1,932,2,0,0
475,L5385,ImageListFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/ImageListFragment.java,L5380,4,0,109,1,932,2,0,0
476,L5386,ImagePagerFragment.java,sample/src/com/nostra13/universalimageloader/sample/fragment/ImagePagerFragment.java,L5380,6,0,111,1,932,2,0,0
477,L5823,UILWidgetProvider.java,sample/src/com/nostra13/universalimageloader/sample/widget/UILWidgetProvider.java,L5822,2,0,49,1,932,1,0,0
