,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,Number of bugs
8188,L18118,PropertyValidator.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/validation/PropertyValidator.java,L18109,1,0,17,0,1,3,1464,0
8189,L18119,RegexPropertyValidator.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/validation/RegexPropertyValidator.java,L18109,3,0,49,0,1,5,1464,0
8190,L18120,RequiredPropertyValidator.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/validation/RequiredPropertyValidator.java,L18109,3,0,27,0,1,4,1464,0
8191,L18121,ValidationConfigurationBasedPropertyValidator.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/validation/ValidationConfigurationBasedPropertyValidator.java,L18109,1,0,33,0,1,1,1464,0
8192,L12050,AddMetadataFromFieldTypeRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/AddMetadataFromFieldTypeRequest.java,L12049,1,0,108,0,1,2,2597,0
8193,L12051,AddMetadataFromMappingDataRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/AddMetadataFromMappingDataRequest.java,L12049,1,0,46,0,1,2,2597,0
8194,L12052,AddMetadataRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/AddMetadataRequest.java,L12049,1,0,32,0,1,2,2597,0
8195,L12053,LateStageAddMetadataRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/LateStageAddMetadataRequest.java,L12049,1,0,31,0,2,3,1464,0
8196,L12054,OverrideViaAnnotationRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/OverrideViaAnnotationRequest.java,L12049,1,0,26,0,1,2,2597,0
8197,L12055,OverrideViaXmlRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/dao/provider/metadata/request/OverrideViaXmlRequest.java,L12049,1,0,31,0,1,2,2597,0
8198,L16494,CriteriaTranslator.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/CriteriaTranslator.java,L16493,1,0,9,0,1,4,2597,0
8199,L16495,CriteriaTranslatorImpl.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/CriteriaTranslatorImpl.java,L16493,32,0,164,6,4,18,2597,0
8200,L16496,FieldPath.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/FieldPath.java,L16493,1,0,38,0,1,3,2597,0
8201,L16497,FieldPathBuilder.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/FieldPathBuilder.java,L16493,19,0,142,4,4,9,263,0
8202,L16498,FilterMapping.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/FilterMapping.java,L16493,6,0,110,1,3,6,1464,0
8203,L16499,Restriction.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/Restriction.java,L16493,4,0,72,2,3,7,263,0
8204,L16500,RestrictionFactory.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/RestrictionFactory.java,L16493,1,0,4,0,1,3,2597,0
8205,L16501,RestrictionFactoryImpl.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/RestrictionFactoryImpl.java,L16493,1,0,22,0,1,3,2597,0
8206,L16502,RestrictionType.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/RestrictionType.java,L16493,9,0,67,0,1,1,2597,0
8207,L17157,AbstractFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/AbstractFieldPersistenceProvider.java,L17156,7,0,57,0,1,1,2597,0
8208,L17158,AbstractMoneyFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/AbstractMoneyFieldPersistenceProvider.java,L17156,3,0,39,0,3,4,1464,1
8209,L17159,BasicFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/BasicFieldPersistenceProvider.java,L17156,112,0,424,8,4,22,1283,2
8210,L17160,DefaultFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/DefaultFieldPersistenceProvider.java,L17156,3,0,32,1,1,3,2597,0
8211,L17161,FieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/FieldPersistenceProvider.java,L17156,1,0,24,0,2,6,2597,0
8212,L17162,FieldPersistenceProviderAdapter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/FieldPersistenceProviderAdapter.java,L17156,1,0,35,2,1,4,2597,0
8213,L17163,MapFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/MapFieldPersistenceProvider.java,L17156,19,0,120,1,3,8,1464,1
8214,L17164,MediaFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/MediaFieldPersistenceProvider.java,L17156,21,0,156,2,3,7,2597,1
8215,L17165,MoneyFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/MoneyFieldPersistenceProvider.java,L17156,5,0,46,0,2,7,2597,2
8216,L17166,RuleFieldPersistenceProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/RuleFieldPersistenceProvider.java,L17156,62,0,365,1,3,9,2597,1
8217,L14603,EffectsManager.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/EffectsManager.java,L14601,7,0,91,0,3,4,592,0
8218,L14930,AlterHSB.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/AlterHSB.java,L14929,22,0,137,0,2,2,592,0
8219,L14931,AlterRGB.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/AlterRGB.java,L14929,22,0,132,0,2,3,2597,0
8220,L14932,AutoLevelsRGB.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/AutoLevelsRGB.java,L14929,43,0,202,0,2,2,592,0
8221,L14933,BaseFilter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/BaseFilter.java,L14929,8,0,63,0,2,2,592,0
8222,L14934,Crop.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/Crop.java,L14929,12,0,102,0,2,2,592,0
8223,L14936,GaussianBlur.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/GaussianBlur.java,L14929,25,0,161,0,2,3,592,0
8224,L14938,Resize.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/Resize.java,L14929,34,0,152,0,2,2,592,0
8225,L14939,Rotate.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/Rotate.java,L14929,12,0,104,0,2,2,592,0
8226,L14940,UnsharpMask.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/artifact/image/effects/chain/filter/UnsharpMask.java,L14929,21,0,127,0,2,4,592,0
8227,L16505,BooleanFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/BooleanFilterValueConverter.java,L16504,1,0,9,0,1,3,2597,0
8228,L16506,CharacterFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/CharacterFilterValueConverter.java,L16504,3,0,14,0,1,3,2597,0
8229,L16507,DecimalFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/DecimalFilterValueConverter.java,L16504,3,0,18,0,1,3,2597,0
8230,L16508,FilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/FilterValueConverter.java,L16504,1,0,4,0,1,3,2597,0
8231,L16509,IntegerFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/IntegerFilterValueConverter.java,L16504,1,0,9,0,1,3,2597,0
8232,L16510,LongFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/LongFilterValueConverter.java,L16504,1,0,9,0,1,3,2597,0
8233,L16511,NullAwareDateFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/NullAwareDateFilterValueConverter.java,L16504,3,0,24,0,2,4,2597,0
8234,L16512,NullAwareLongFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/NullAwareLongFilterValueConverter.java,L16504,4,0,17,0,1,3,2597,0
8235,L16513,StringFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/StringFilterValueConverter.java,L16504,1,0,9,0,1,3,2597,0
8236,L16514,StringLikeFilterValueConverter.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/converter/StringLikeFilterValueConverter.java,L16504,2,0,12,0,2,4,1283,0
8237,L16792,BetweenDatePredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/BetweenDatePredicateProvider.java,L16791,5,0,32,0,1,4,2597,1
8238,L16793,BetweenPredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/BetweenPredicateProvider.java,L16791,3,0,26,0,1,4,2597,0
8239,L16794,CollectionSizeEqualPredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/CollectionSizeEqualPredicateProvider.java,L16791,2,0,23,0,1,4,2597,0
8240,L16795,EqPredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/EqPredicateProvider.java,L16791,2,0,23,0,1,4,2597,0
8241,L16796,IsNullPredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/IsNullPredicateProvider.java,L16791,2,0,22,0,1,4,2597,0
8242,L16797,LikePredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/LikePredicateProvider.java,L16791,2,0,22,0,1,4,2597,0
8243,L16798,PredicateProvider.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/criteria/predicate/PredicateProvider.java,L16791,1,0,11,0,1,3,2597,0
8244,L17492,AddFilterPropertiesRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/request/AddFilterPropertiesRequest.java,L17491,1,0,11,0,1,3,2597,0
8245,L17493,AddSearchMappingRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/request/AddSearchMappingRequest.java,L17491,1,0,55,0,2,4,2597,0
8246,L17494,ExtractValueRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/request/ExtractValueRequest.java,L17491,1,0,61,0,3,5,1464,0
8247,L17495,PopulateValueRequest.java,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/module/provider/request/PopulateValueRequest.java,L17491,1,0,50,0,1,2,2597,0
8248,L21687,PropertyValidatorTest.java,admin/broadleaf-open-admin-platform/src/test/java/org/broadleafcommerce/openadmin/test/PropertyValidatorTest.java,L21686,1,0,28,0,1,1,1464,0
8249,L21703,BroadleafEnumerationType.java,common/src/main/java/org/broadleafcommerce/common/BroadleafEnumerationType.java,L21702,1,0,5,0,1,1,592,0
8250,L21704,RequestDTO.java,common/src/main/java/org/broadleafcommerce/common/RequestDTO.java,L21702,1,0,6,0,2,3,592,0
8251,L21705,RequestDTOImpl.java,common/src/main/java/org/broadleafcommerce/common/RequestDTOImpl.java,L21702,2,0,46,0,3,7,592,0
8252,L21706,TimeDTO.java,common/src/main/java/org/broadleafcommerce/common/TimeDTO.java,L21702,7,0,92,0,3,5,263,0
8253,L21716,Auditable.java,common/src/main/java/org/broadleafcommerce/common/audit/Auditable.java,L21715,1,0,81,0,4,8,592,0
8254,L21717,AuditableListener.java,common/src/main/java/org/broadleafcommerce/common/audit/AuditableListener.java,L21715,14,0,88,2,3,12,2597,0
8255,L21789,Hydrated.java,common/src/main/java/org/broadleafcommerce/common/cache/Hydrated.java,L21788,1,0,10,0,1,1,2597,0
8256,L21790,HydratedSetup.java,common/src/main/java/org/broadleafcommerce/common/cache/HydratedSetup.java,L21788,17,0,99,0,3,7,1283,0
8257,L22400,RuntimeEnvironmentKeyResolver.java,common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentKeyResolver.java,L22399,1,0,4,0,1,1,2597,0
8258,L22401,RuntimeEnvironmentPropertiesConfigurer.java,common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentPropertiesConfigurer.java,L22399,37,0,244,0,5,23,1283,0
8259,L22402,RuntimeEnvironmentPropertiesManager.java,common/src/main/java/org/broadleafcommerce/common/config/RuntimeEnvironmentPropertiesManager.java,L22399,8,0,51,0,1,1,263,0
8260,L22403,SystemPropertyRuntimeEnvironmentKeyResolver.java,common/src/main/java/org/broadleafcommerce/common/config/SystemPropertyRuntimeEnvironmentKeyResolver.java,L22399,1,0,12,0,1,1,2597,0
8261,L23127,Broadleaf2CompatibilityMySQL5InnoDBDialect.java,common/src/main/java/org/broadleafcommerce/common/dialect/Broadleaf2CompatibilityMySQL5InnoDBDialect.java,L23126,1,0,8,0,1,3,2597,0
8262,L23955,EncryptionModule.java,common/src/main/java/org/broadleafcommerce/common/encryption/EncryptionModule.java,L23954,1,0,5,0,1,1,2597,0
8263,L23956,PassthroughEncryptionModule.java,common/src/main/java/org/broadleafcommerce/common/encryption/PassthroughEncryptionModule.java,L23954,2,0,20,0,2,3,343,0
8264,L24146,BroadleafException.java,common/src/main/java/org/broadleafcommerce/common/exception/BroadleafException.java,L24145,6,0,42,0,2,3,1283,0
8265,L24147,NoPossibleResultsException.java,common/src/main/java/org/broadleafcommerce/common/exception/NoPossibleResultsException.java,L24145,1,0,16,1,2,2,1464,0
8266,L24148,RootCauseAccessor.java,common/src/main/java/org/broadleafcommerce/common/exception/RootCauseAccessor.java,L24145,1,0,5,0,2,3,1283,0
8267,L24149,SecurityServiceException.java,common/src/main/java/org/broadleafcommerce/common/exception/SecurityServiceException.java,L24145,1,0,18,0,1,2,2597,0
8268,L24150,ServiceException.java,common/src/main/java/org/broadleafcommerce/common/exception/ServiceException.java,L24145,1,0,16,0,3,6,2597,1
8269,L24151,SiteNotFoundException.java,common/src/main/java/org/broadleafcommerce/common/exception/SiteNotFoundException.java,L24145,1,0,14,0,2,3,1464,0
8270,L24152,TranslatableException.java,common/src/main/java/org/broadleafcommerce/common/exception/TranslatableException.java,L24145,6,0,36,0,2,7,423,0
8271,L24225,InstrumentationRuntimeFactory.java,common/src/main/java/org/broadleafcommerce/common/extensibility/InstrumentationRuntimeFactory.java,L24224,33,0,185,0,4,4,1283,0
8272,L25693,Filter.java,common/src/main/java/org/broadleafcommerce/common/filter/Filter.java,L25692,1,0,32,0,1,6,2597,0
8273,L25694,FilterDefinition.java,common/src/main/java/org/broadleafcommerce/common/filter/FilterDefinition.java,L25692,1,0,25,0,1,3,2597,0
8274,L25695,FilterParameter.java,common/src/main/java/org/broadleafcommerce/common/filter/FilterParameter.java,L25692,1,0,17,0,1,2,2597,0
8275,L25696,PropertyFilter.java,common/src/main/java/org/broadleafcommerce/common/filter/PropertyFilter.java,L25692,1,0,17,0,1,2,2597,0
8276,L26088,AnnotationJmxAttributeSource.java,common/src/main/java/org/broadleafcommerce/common/jmx/AnnotationJmxAttributeSource.java,L26087,3,0,20,0,1,1,2597,0
8277,L26089,AspectUtil.java,common/src/main/java/org/broadleafcommerce/common/jmx/AspectUtil.java,L26087,4,0,16,0,1,1,2597,0
8278,L26090,ExplicitNameFactoryBean.java,common/src/main/java/org/broadleafcommerce/common/jmx/ExplicitNameFactoryBean.java,L26087,1,0,20,0,1,1,2597,0
8279,L26091,MetadataMBeanInfoAssembler.java,common/src/main/java/org/broadleafcommerce/common/jmx/MetadataMBeanInfoAssembler.java,L26087,1,0,26,0,1,1,2597,0
8280,L26092,MetadataNamingStrategy.java,common/src/main/java/org/broadleafcommerce/common/jmx/MetadataNamingStrategy.java,L26087,1,0,9,0,1,1,2597,0
8281,L26282,LifeCycleEvent.java,common/src/main/java/org/broadleafcommerce/common/logging/LifeCycleEvent.java,L26281,1,0,8,0,2,3,592,0
8282,L26283,Log4jManagementBean.java,common/src/main/java/org/broadleafcommerce/common/logging/Log4jManagementBean.java,L26281,1,0,42,0,1,1,2597,0
8283,L26284,ModuleLifecycleLoggingBean.java,common/src/main/java/org/broadleafcommerce/common/logging/ModuleLifecycleLoggingBean.java,L26281,3,0,26,0,2,3,592,0
8284,L26285,SupportLevel.java,common/src/main/java/org/broadleafcommerce/common/logging/SupportLevel.java,L26281,7,0,33,0,3,4,592,0
8285,L26286,SupportLevelFilter.java,common/src/main/java/org/broadleafcommerce/common/logging/SupportLevelFilter.java,L26281,2,0,12,0,3,4,592,0
8286,L26287,SupportLogger.java,common/src/main/java/org/broadleafcommerce/common/logging/SupportLogger.java,L26281,8,0,32,0,3,5,592,0
8287,L26288,SupportLogManager.java,common/src/main/java/org/broadleafcommerce/common/logging/SupportLogManager.java,L26281,1,0,17,0,3,6,592,0
8288,L26474,BankersRounding.java,common/src/main/java/org/broadleafcommerce/common/money/BankersRounding.java,L26473,2,0,44,0,4,6,1464,0
8289,L26475,CurrencyConsiderationContext.java,common/src/main/java/org/broadleafcommerce/common/money/CurrencyConsiderationContext.java,L26473,1,0,19,0,3,5,1283,0
8290,L26476,CurrencyConversionContext.java,common/src/main/java/org/broadleafcommerce/common/money/CurrencyConversionContext.java,L26473,1,0,19,0,3,4,1283,0
8291,L26477,CurrencyConversionService.java,common/src/main/java/org/broadleafcommerce/common/money/CurrencyConversionService.java,L26473,1,0,5,0,3,4,2597,0
8292,L26478,CurrencyDeterminationService.java,common/src/main/java/org/broadleafcommerce/common/money/CurrencyDeterminationService.java,L26473,1,0,5,0,2,2,592,0
8293,L26479,Money.java,common/src/main/java/org/broadleafcommerce/common/money/Money.java,L26473,43,0,340,1,8,29,423,2
8294,L26832,AccountNumberMask.java,common/src/main/java/org/broadleafcommerce/common/payment/AccountNumberMask.java,L26831,4,0,36,0,1,1,2597,0
8295,L26833,CreditCardType.java,common/src/main/java/org/broadleafcommerce/common/payment/CreditCardType.java,L26831,9,0,62,0,2,2,1283,0
8296,L26834,CreditCardTypeCheck.java,common/src/main/java/org/broadleafcommerce/common/payment/CreditCardTypeCheck.java,L26831,11,0,31,0,1,1,2597,0
8297,L26835,UnmaskRange.java,common/src/main/java/org/broadleafcommerce/common/payment/UnmaskRange.java,L26831,1,0,17,0,1,1,2597,0
8298,L26936,ArchiveStatus.java,common/src/main/java/org/broadleafcommerce/common/persistence/ArchiveStatus.java,L26935,1,0,18,0,5,6,1464,0
8299,L26937,EntityConfiguration.java,common/src/main/java/org/broadleafcommerce/common/persistence/EntityConfiguration.java,L26935,12,0,94,0,7,15,263,0
8300,L26938,IdOverrideTableGenerator.java,common/src/main/java/org/broadleafcommerce/common/persistence/IdOverrideTableGenerator.java,L26935,13,0,78,0,2,8,2597,0
8301,L26939,SequenceGeneratorCorruptionDetection.java,common/src/main/java/org/broadleafcommerce/common/persistence/SequenceGeneratorCorruptionDetection.java,L26935,29,0,143,0,4,15,2597,0
8302,L26940,Status.java,common/src/main/java/org/broadleafcommerce/common/persistence/Status.java,L26935,1,0,6,0,4,4,263,0
8303,L27038,AdminPresentation.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentation.java,L27037,1,0,37,0,5,23,1283,0
8304,L27039,AdminPresentationAdornedTargetCollection.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationAdornedTargetCollection.java,L27037,1,0,32,0,7,26,423,0
8305,L27040,AdminPresentationClass.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationClass.java,L27037,1,0,13,0,3,9,2597,0
8306,L27041,AdminPresentationCollection.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationCollection.java,L27037,1,0,25,0,6,33,2597,0
8307,L27042,AdminPresentationDataDrivenEnumeration.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationDataDrivenEnumeration.java,L27037,1,0,15,0,3,6,343,0
8308,L27043,AdminPresentationMap.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationMap.java,L27037,1,0,36,0,6,27,2597,1
8309,L27044,AdminPresentationMapField.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationMapField.java,L27037,1,0,15,0,1,6,2597,0
8310,L27045,AdminPresentationMapFields.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationMapFields.java,L27037,1,0,10,0,1,1,2597,0
8311,L27046,AdminPresentationMapKey.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationMapKey.java,L27037,1,0,11,0,3,6,343,0
8312,L27047,AdminPresentationOperationTypes.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationOperationTypes.java,L27037,1,0,15,0,3,6,343,0
8313,L27048,AdminPresentationToOneLookup.java,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationToOneLookup.java,L27037,1,0,15,0,6,13,1464,0
8314,L27049,ConfigurationItem.java,common/src/main/java/org/broadleafcommerce/common/presentation/ConfigurationItem.java,L27037,1,0,12,0,4,6,1464,0
8315,L27050,NullBroadleafEnumerationType.java,common/src/main/java/org/broadleafcommerce/common/presentation/NullBroadleafEnumerationType.java,L27037,1,0,6,0,1,1,2597,0
8316,L27051,OptionFilterParam.java,common/src/main/java/org/broadleafcommerce/common/presentation/OptionFilterParam.java,L27037,1,0,12,0,3,5,343,0
8317,L27052,OptionFilterParamType.java,common/src/main/java/org/broadleafcommerce/common/presentation/OptionFilterParamType.java,L27037,1,0,4,0,3,4,343,0
8318,L27053,PopulateToOneFieldsEnum.java,common/src/main/java/org/broadleafcommerce/common/presentation/PopulateToOneFieldsEnum.java,L27037,1,0,4,0,1,2,2597,0
8319,L27054,RequiredOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/RequiredOverride.java,L27037,1,0,6,0,1,1,2597,0
8320,L27055,ValidationConfiguration.java,common/src/main/java/org/broadleafcommerce/common/presentation/ValidationConfiguration.java,L27037,1,0,11,0,4,7,1464,0
8321,L27463,GeneratedResource.java,common/src/main/java/org/broadleafcommerce/common/resource/GeneratedResource.java,L27462,3,0,60,8,3,17,1464,0
8322,L27665,MvelHelper.java,common/src/main/java/org/broadleafcommerce/common/rule/MvelHelper.java,L27664,9,0,32,0,3,5,592,0
8323,L27666,QuantityBasedRule.java,common/src/main/java/org/broadleafcommerce/common/rule/QuantityBasedRule.java,L27664,1,0,10,0,1,2,2597,0
8324,L27667,SimpleRule.java,common/src/main/java/org/broadleafcommerce/common/rule/SimpleRule.java,L27664,1,0,8,0,1,2,2597,0
8325,L27824,BroadleafAuthenticationFailureHandler.java,common/src/main/java/org/broadleafcommerce/common/security/BroadleafAuthenticationFailureHandler.java,L27823,9,0,51,0,3,4,1464,0
8326,L27825,BroadleafExternalAuthenticationUserDetails.java,common/src/main/java/org/broadleafcommerce/common/security/BroadleafExternalAuthenticationUserDetails.java,L27823,1,0,30,0,1,1,423,0
8327,L27826,EnhancedTokenBasedRememberMeServices.java,common/src/main/java/org/broadleafcommerce/common/security/EnhancedTokenBasedRememberMeServices.java,L27823,1,0,111,0,2,2,423,0
8328,L27827,LocalRedirectStrategy.java,common/src/main/java/org/broadleafcommerce/common/security/LocalRedirectStrategy.java,L27823,18,0,65,0,2,2,592,0
8329,L27828,MergeCartProcessor.java,common/src/main/java/org/broadleafcommerce/common/security/MergeCartProcessor.java,L27823,1,0,10,0,4,6,2597,2
8330,L27829,RandomGenerator.java,common/src/main/java/org/broadleafcommerce/common/security/RandomGenerator.java,L27823,5,0,30,0,1,1,1283,0
8331,L28462,GenericResponse.java,common/src/main/java/org/broadleafcommerce/common/service/GenericResponse.java,L28461,2,0,17,0,1,1,592,0
8332,L28776,DayOfMonthType.java,common/src/main/java/org/broadleafcommerce/common/time/DayOfMonthType.java,L28775,9,0,88,0,2,2,1283,0
8333,L28777,DayOfWeekType.java,common/src/main/java/org/broadleafcommerce/common/time/DayOfWeekType.java,L28775,9,0,64,0,2,2,1283,0
8334,L28778,DefaultTimeSource.java,common/src/main/java/org/broadleafcommerce/common/time/DefaultTimeSource.java,L28775,1,0,6,0,1,1,592,0
8335,L28779,FixedTimeSource.java,common/src/main/java/org/broadleafcommerce/common/time/FixedTimeSource.java,L28775,1,0,10,0,1,1,592,0
8336,L28780,HourOfDayType.java,common/src/main/java/org/broadleafcommerce/common/time/HourOfDayType.java,L28775,9,0,81,0,2,2,1283,0
8337,L28781,MinuteType.java,common/src/main/java/org/broadleafcommerce/common/time/MinuteType.java,L28775,9,0,117,0,2,2,1283,0
8338,L28782,MonthType.java,common/src/main/java/org/broadleafcommerce/common/time/MonthType.java,L28775,9,0,69,0,2,2,1283,0
8339,L28783,SystemTime.java,common/src/main/java/org/broadleafcommerce/common/time/SystemTime.java,L28775,6,0,79,0,1,1,592,1
8340,L28784,TimeSource.java,common/src/main/java/org/broadleafcommerce/common/time/TimeSource.java,L28775,1,0,4,0,1,1,592,0
8341,L29239,BLCArrayUtils.java,common/src/main/java/org/broadleafcommerce/common/util/BLCArrayUtils.java,L29238,4,0,19,0,2,2,1464,0
8342,L29240,BLCCollectionUtils.java,common/src/main/java/org/broadleafcommerce/common/util/BLCCollectionUtils.java,L29238,1,0,17,0,1,4,1283,0
