,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications,Number of bugs
1175,L7852,StubbedTheoriesTest.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java,L7843,1,0,14,0,0,0,1,0
1176,L8131,SuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java,L8130,1,0,158,0,0,0,4,0
1177,L8132,TheoriesPerformanceTest.java,src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java,L8130,1,0,26,0,0,0,3,0
1178,L8133,UnsuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/UnsuccessfulWithDataPointFields.java,L8130,1,0,104,0,0,0,13,1
1179,L8134,WhenNoParametersMatch.java,src/test/java/org/junit/tests/experimental/theories/runner/WhenNoParametersMatch.java,L8130,1,0,41,0,0,0,13,0
1180,L8135,WithDataPointMethod.java,src/test/java/org/junit/tests/experimental/theories/runner/WithDataPointMethod.java,L8130,1,0,122,0,0,0,10,0
1181,L8136,WithExtendedParameterSources.java,src/test/java/org/junit/tests/experimental/theories/runner/WithExtendedParameterSources.java,L8130,1,0,121,0,0,0,1,0
1182,L8137,WithOnlyTestAnnotations.java,src/test/java/org/junit/tests/experimental/theories/runner/WithOnlyTestAnnotations.java,L8130,3,0,68,0,0,0,8,0
1183,L278,Assert.java,src/main/java/junit/framework/Assert.java,L277,22,0,151,3,107,0,12,0
1184,L282,JUnit4TestAdapter.java,src/main/java/junit/framework/JUnit4TestAdapter.java,L277,4,0,66,1,20,0,10,0
1185,L292,TestSuite.java,src/main/java/junit/framework/TestSuite.java,L277,25,0,173,2,20,1,8,0
1186,L1240,BaseTestRunner.java,src/main/java/junit/runner/BaseTestRunner.java,L1239,32,0,235,0,0,0,2,0
1187,L1241,package-info.java,src/main/java/junit/runner/package-info.java,L1239,1,0,1,0,0,0,1,0
1188,L1242,TestRunListener.java,src/main/java/junit/runner/TestRunListener.java,L1239,1,0,11,0,0,0,1,0
1189,L1243,Version.java,src/main/java/junit/runner/Version.java,L1239,1,0,11,3,107,0,61,1
1190,L1462,package-info.java,src/main/java/junit/textui/package-info.java,L1461,1,0,1,0,0,0,1,0
1191,L1463,ResultPrinter.java,src/main/java/junit/textui/ResultPrinter.java,L1461,7,0,92,0,0,0,1,0
1192,L1464,TestRunner.java,src/main/java/junit/textui/TestRunner.java,L1461,13,0,124,0,0,0,2,0
1193,L2594,After.java,src/main/java/org/junit/After.java,L2593,1,0,9,0,0,0,1,0
1194,L2595,AfterClass.java,src/main/java/org/junit/AfterClass.java,L2593,1,0,9,1,4,0,5,0
1195,L2596,Assert.java,src/main/java/org/junit/Assert.java,L2593,21,0,225,4,134,3,29,1
1196,L2597,Assume.java,src/main/java/org/junit/Assume.java,L2593,2,0,23,0,0,0,12,0
1197,L2598,Before.java,src/main/java/org/junit/Before.java,L2593,1,0,9,0,0,0,2,0
1198,L2599,BeforeClass.java,src/main/java/org/junit/BeforeClass.java,L2593,1,0,9,0,0,0,1,0
1199,L2600,ClassRule.java,src/main/java/org/junit/ClassRule.java,L2593,1,0,9,2,134,0,21,0
1200,L2601,ComparisonFailure.java,src/main/java/org/junit/ComparisonFailure.java,L2593,13,0,81,0,0,0,2,0
1201,L2602,Ignore.java,src/main/java/org/junit/Ignore.java,L2593,1,0,10,0,0,0,1,0
1202,L2603,package-info.java,src/main/java/org/junit/package-info.java,L2593,1,0,1,0,0,0,1,0
1203,L2604,Rule.java,src/main/java/org/junit/Rule.java,L2593,1,0,9,1,107,0,11,0
1204,L2605,Test.java,src/main/java/org/junit/Test.java,L2593,1,0,16,0,0,0,1,0
1205,L2997,ParallelComputer.java,src/main/java/org/junit/experimental/ParallelComputer.java,L2996,6,0,65,0,0,0,17,0
1206,L4074,ArrayComparisonFailure.java,src/main/java/org/junit/internal/ArrayComparisonFailure.java,L4073,3,0,36,0,0,0,2,0
1207,L4075,AssumptionViolatedException.java,src/main/java/org/junit/internal/AssumptionViolatedException.java,L4073,3,0,32,0,0,0,1,0
1208,L4076,ComparisonCriteria.java,src/main/java/org/junit/internal/ComparisonCriteria.java,L4073,12,0,47,1,20,0,9,0
1209,L4077,ExactComparisonCriteria.java,src/main/java/org/junit/internal/ExactComparisonCriteria.java,L4073,1,0,8,0,0,0,4,0
1210,L4078,InexactComparisonCriteria.java,src/main/java/org/junit/internal/InexactComparisonCriteria.java,L4073,2,0,15,2,14,1,8,1
1211,L4079,JUnitSystem.java,src/main/java/org/junit/internal/JUnitSystem.java,L4073,1,0,6,0,0,0,1,0
1212,L4080,RealSystem.java,src/main/java/org/junit/internal/RealSystem.java,L4073,1,0,10,0,0,0,1,0
1213,L4081,TextListener.java,src/main/java/org/junit/internal/TextListener.java,L4073,6,0,73,0,0,0,7,0
1214,L5209,JUnitMatchers.java,src/main/java/org/junit/matchers/JUnitMatchers.java,L5208,1,0,32,0,0,0,24,0
1215,L5210,package-info.java,src/main/java/org/junit/matchers/package-info.java,L5208,1,0,1,1,20,0,3,0
1216,L5265,ErrorCollector.java,src/main/java/org/junit/rules/ErrorCollector.java,L5264,2,0,33,1,107,0,3,0
1217,L5266,ExpectedException.java,src/main/java/org/junit/rules/ExpectedException.java,L5264,5,0,70,1,107,0,11,1
1218,L5267,ExternalResource.java,src/main/java/org/junit/rules/ExternalResource.java,L5264,1,0,25,2,107,0,16,0
1219,L5268,MethodRule.java,src/main/java/org/junit/rules/MethodRule.java,L5264,1,0,8,0,0,0,2,0
1220,L5269,RunRules.java,src/main/java/org/junit/rules/RunRules.java,L5264,2,0,19,1,107,0,1,0
1221,L5270,TemporaryFolder.java,src/main/java/org/junit/rules/TemporaryFolder.java,L5264,3,0,43,2,3,0,5,1
1222,L5271,TestName.java,src/main/java/org/junit/rules/TestName.java,L5264,1,0,12,1,107,0,4,0
1223,L5272,TestRule.java,src/main/java/org/junit/rules/TestRule.java,L5264,1,0,6,1,107,0,12,0
1224,L5273,TestWatcher.java,src/main/java/org/junit/rules/TestWatcher.java,L5264,2,0,30,1,107,0,7,1
1225,L5274,TestWatchman.java,src/main/java/org/junit/rules/TestWatchman.java,L5264,2,0,32,0,0,0,3,1
1226,L5275,Timeout.java,src/main/java/org/junit/rules/Timeout.java,L5264,1,0,13,1,107,0,7,0
1227,L5276,Verifier.java,src/main/java/org/junit/rules/Verifier.java,L5264,1,0,16,1,107,0,7,0
1228,L5542,Computer.java,src/main/java/org/junit/runner/Computer.java,L5541,1,0,21,0,0,0,8,0
1229,L5543,Describable.java,src/main/java/org/junit/runner/Describable.java,L5541,1,0,4,0,0,0,3,0
1230,L5544,Description.java,src/main/java/org/junit/runner/Description.java,L5541,11,0,113,1,3,0,23,1
1231,L5545,JUnitCore.java,src/main/java/org/junit/runner/JUnitCore.java,L5541,5,0,87,0,0,0,18,0
1232,L5546,package-info.java,src/main/java/org/junit/runner/package-info.java,L5541,1,0,1,0,0,0,1,0
1233,L5547,Request.java,src/main/java/org/junit/runner/Request.java,L5541,2,0,56,0,0,0,24,0
1234,L5548,Result.java,src/main/java/org/junit/runner/Result.java,L5541,1,0,61,4,3,0,18,1
1235,L5549,Runner.java,src/main/java/org/junit/runner/Runner.java,L5541,1,0,9,0,0,0,7,0
1236,L5550,RunWith.java,src/main/java/org/junit/runner/RunWith.java,L5541,1,0,12,0,0,0,4,0
1237,L6023,AllTests.java,src/main/java/org/junit/runners/AllTests.java,L6022,1,0,7,0,0,0,2,0
1238,L6024,BlockJUnit4ClassRunner.java,src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java,L6022,17,0,199,5,134,1,82,2
1239,L6025,JUnit4.java,src/main/java/org/junit/runners/JUnit4.java,L6022,1,0,7,0,0,0,1,0
1240,L6026,package-info.java,src/main/java/org/junit/runners/package-info.java,L6022,1,0,1,0,0,0,3,0
1241,L6027,Parameterized.java,src/main/java/org/junit/runners/Parameterized.java,L6022,6,0,94,3,2,2,40,2
1242,L6028,ParentRunner.java,src/main/java/org/junit/runners/ParentRunner.java,L6022,19,0,204,3,134,4,57,1
1243,L6029,Suite.java,src/main/java/org/junit/runners/Suite.java,L6022,3,0,63,1,4,0,50,0
1244,L3000,Categories.java,src/main/java/org/junit/experimental/categories/Categories.java,L2999,23,0,117,2,107,0,24,0
1245,L3001,Category.java,src/main/java/org/junit/experimental/categories/Category.java,L2999,1,0,7,2,107,0,11,0
1246,L3110,CouldNotReadCoreException.java,src/main/java/org/junit/experimental/max/CouldNotReadCoreException.java,L3109,1,0,7,0,0,0,3,0
1247,L3111,MaxCore.java,src/main/java/org/junit/experimental/max/MaxCore.java,L3109,12,0,100,0,0,0,39,0
1248,L3112,MaxHistory.java,src/main/java/org/junit/experimental/max/MaxHistory.java,L3109,8,0,118,1,4,0,27,0
1249,L3474,FailureList.java,src/main/java/org/junit/experimental/results/FailureList.java,L3473,3,0,23,0,0,0,3,0
1250,L3475,PrintableResult.java,src/main/java/org/junit/experimental/results/PrintableResult.java,L3473,1,0,33,0,0,0,8,0
1251,L3476,ResultMatchers.java,src/main/java/org/junit/experimental/results/ResultMatchers.java,L3473,2,0,41,0,0,0,10,0
1252,L3574,Enclosed.java,src/main/java/org/junit/experimental/runners/Enclosed.java,L3573,1,0,8,0,0,0,2,0
1253,L3587,DataPoint.java,src/main/java/org/junit/experimental/theories/DataPoint.java,L3586,1,0,6,0,0,0,1,1
1254,L3588,DataPoints.java,src/main/java/org/junit/experimental/theories/DataPoints.java,L3586,1,0,6,0,0,0,1,1
1255,L3589,ParameterSignature.java,src/main/java/org/junit/experimental/theories/ParameterSignature.java,L3586,9,0,71,0,0,0,2,0
1256,L3590,ParametersSuppliedBy.java,src/main/java/org/junit/experimental/theories/ParametersSuppliedBy.java,L3586,1,0,7,0,0,0,1,0
1257,L3591,ParameterSupplier.java,src/main/java/org/junit/experimental/theories/ParameterSupplier.java,L3586,1,0,5,0,0,0,1,1
1258,L3592,PotentialAssignment.java,src/main/java/org/junit/experimental/theories/PotentialAssignment.java,L3586,1,0,25,0,0,0,6,1
1259,L3593,Theories.java,src/main/java/org/junit/experimental/theories/Theories.java,L3586,14,0,165,1,20,0,33,2
1260,L3594,Theory.java,src/main/java/org/junit/experimental/theories/Theory.java,L3586,1,0,7,0,0,0,1,0
1261,L4131,AllDefaultPossibilitiesBuilder.java,src/main/java/org/junit/internal/builders/AllDefaultPossibilitiesBuilder.java,L4130,4,0,43,0,0,0,4,0
1262,L4132,AnnotatedBuilder.java,src/main/java/org/junit/internal/builders/AnnotatedBuilder.java,L4130,4,0,36,0,0,0,3,0
1263,L4133,IgnoredBuilder.java,src/main/java/org/junit/internal/builders/IgnoredBuilder.java,L4130,2,0,12,0,0,0,2,0
1264,L4134,IgnoredClassRunner.java,src/main/java/org/junit/internal/builders/IgnoredClassRunner.java,L4130,1,0,18,0,0,0,1,0
1265,L4135,JUnit3Builder.java,src/main/java/org/junit/internal/builders/JUnit3Builder.java,L4130,2,0,15,0,0,0,2,0
1266,L4136,JUnit4Builder.java,src/main/java/org/junit/internal/builders/JUnit4Builder.java,L4130,1,0,10,0,0,0,4,0
1267,L4137,NullBuilder.java,src/main/java/org/junit/internal/builders/NullBuilder.java,L4130,1,0,9,0,0,0,2,0
1268,L4138,SuiteMethodBuilder.java,src/main/java/org/junit/internal/builders/SuiteMethodBuilder.java,L4130,3,0,20,0,0,0,2,0
1269,L4293,CombinableMatcher.java,src/main/java/org/junit/internal/matchers/CombinableMatcher.java,L4292,1,0,26,0,0,0,4,0
1270,L4294,Each.java,src/main/java/org/junit/internal/matchers/Each.java,L4292,1,0,20,0,0,0,4,0
1271,L4295,IsCollectionContaining.java,src/main/java/org/junit/internal/matchers/IsCollectionContaining.java,L4292,5,0,54,0,0,0,6,0
1272,L4296,StringContains.java,src/main/java/org/junit/internal/matchers/StringContains.java,L4292,1,0,20,0,0,0,4,0
1273,L4297,SubstringMatcher.java,src/main/java/org/junit/internal/matchers/SubstringMatcher.java,L4292,1,0,20,0,0,0,4,0
1274,L4298,TypeSafeMatcher.java,src/main/java/org/junit/internal/matchers/TypeSafeMatcher.java,L4292,8,0,34,0,0,0,4,0
1275,L4463,ClassRequest.java,src/main/java/org/junit/internal/requests/ClassRequest.java,L4462,1,0,19,0,0,0,6,0
1276,L4464,FilterRequest.java,src/main/java/org/junit/internal/requests/FilterRequest.java,L4462,2,0,26,0,0,0,3,0
1277,L4465,package-info.java,src/main/java/org/junit/internal/requests/package-info.java,L4462,1,0,1,0,0,0,1,0
1278,L4466,SortingRequest.java,src/main/java/org/junit/internal/requests/SortingRequest.java,L4462,1,0,20,0,0,0,1,0
1279,L4507,ClassRoadie.java,src/main/java/org/junit/internal/runners/ClassRoadie.java,L4506,9,0,65,0,0,0,2,0
1280,L4508,ErrorReportingRunner.java,src/main/java/org/junit/internal/runners/ErrorReportingRunner.java,L4506,6,0,50,0,0,0,15,1
1281,L4509,FailedBefore.java,src/main/java/org/junit/internal/runners/FailedBefore.java,L4506,1,0,6,0,0,0,2,0
1282,L4510,InitializationError.java,src/main/java/org/junit/internal/runners/InitializationError.java,L4506,1,0,20,0,0,0,3,0
1283,L4511,JUnit38ClassRunner.java,src/main/java/org/junit/internal/runners/JUnit38ClassRunner.java,L4506,15,0,134,1,4,0,16,0
1284,L4512,JUnit4ClassRunner.java,src/main/java/org/junit/internal/runners/JUnit4ClassRunner.java,L4506,8,0,117,0,0,0,13,0
1285,L4513,MethodRoadie.java,src/main/java/org/junit/internal/runners/MethodRoadie.java,L4506,21,0,138,0,0,0,2,0
1286,L4514,MethodValidator.java,src/main/java/org/junit/internal/runners/MethodValidator.java,L4506,11,0,72,0,0,0,2,0
1287,L4515,package-info.java,src/main/java/org/junit/internal/runners/package-info.java,L4506,1,0,1,0,0,0,1,0
1288,L4516,SuiteMethod.java,src/main/java/org/junit/internal/runners/SuiteMethod.java,L4506,3,0,24,0,0,0,2,0
1289,L4517,TestClass.java,src/main/java/org/junit/internal/runners/TestClass.java,L4506,14,0,81,0,0,0,2,0
1290,L4518,TestMethod.java,src/main/java/org/junit/internal/runners/TestMethod.java,L4506,4,0,51,0,0,0,2,0
1291,L5712,Filter.java,src/main/java/org/junit/runner/manipulation/Filter.java,L5711,8,0,64,1,107,1,17,0
1292,L5713,Filterable.java,src/main/java/org/junit/runner/manipulation/Filterable.java,L5711,1,0,4,0,0,0,1,0
1293,L5714,NoTestsRemainException.java,src/main/java/org/junit/runner/manipulation/NoTestsRemainException.java,L5711,1,0,4,0,0,0,1,0
1294,L5715,package-info.java,src/main/java/org/junit/runner/manipulation/package-info.java,L5711,1,0,1,0,0,0,1,0
1295,L5716,Sortable.java,src/main/java/org/junit/runner/manipulation/Sortable.java,L5711,1,0,4,0,0,0,1,0
1296,L5717,Sorter.java,src/main/java/org/junit/runner/manipulation/Sorter.java,L5711,2,0,22,0,0,0,6,0
1297,L5783,Failure.java,src/main/java/org/junit/runner/notification/Failure.java,L5782,1,0,37,1,3,0,5,0
1298,L5784,package-info.java,src/main/java/org/junit/runner/notification/package-info.java,L5782,1,0,1,0,0,0,1,0
1299,L5785,RunListener.java,src/main/java/org/junit/runner/notification/RunListener.java,L5782,1,0,20,0,0,0,10,0
1300,L5786,RunNotifier.java,src/main/java/org/junit/runner/notification/RunNotifier.java,L5782,4,0,97,2,20,0,15,1
1301,L5787,StoppedByUserException.java,src/main/java/org/junit/runner/notification/StoppedByUserException.java,L5782,1,0,4,0,0,0,1,0
1302,L6206,FrameworkField.java,src/main/java/org/junit/runners/model/FrameworkField.java,L6205,1,0,39,2,134,0,13,0
1303,L6207,FrameworkMember.java,src/main/java/org/junit/runners/model/FrameworkMember.java,L6205,3,0,13,0,0,0,4,0
1304,L6208,FrameworkMethod.java,src/main/java/org/junit/runners/model/FrameworkMethod.java,L6205,13,0,80,1,5,0,14,0
1305,L6209,InitializationError.java,src/main/java/org/junit/runners/model/InitializationError.java,L6205,1,0,19,2,107,0,8,0
1306,L6210,MultipleFailureException.java,src/main/java/org/junit/runners/model/MultipleFailureException.java,L6205,4,0,31,1,107,0,4,0
1307,L6211,RunnerBuilder.java,src/main/java/org/junit/runners/model/RunnerBuilder.java,L6205,5,0,48,1,20,0,4,0
1308,L6212,RunnerScheduler.java,src/main/java/org/junit/runners/model/RunnerScheduler.java,L6205,1,0,5,0,0,0,2,0
1309,L6213,Statement.java,src/main/java/org/junit/runners/model/Statement.java,L6205,1,0,4,0,0,0,2,0
1310,L6214,TestClass.java,src/main/java/org/junit/runners/model/TestClass.java,L6205,17,0,104,2,134,2,21,1
1311,L3599,AllMembersSupplier.java,src/main/java/org/junit/experimental/theories/internal/AllMembersSupplier.java,L3598,17,0,99,0,0,0,14,3
1312,L3600,Assignments.java,src/main/java/org/junit/experimental/theories/internal/Assignments.java,L3598,7,0,101,0,0,0,9,1
1313,L3601,ParameterizedAssertionError.java,src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java,L3598,4,0,38,0,0,0,2,0
1314,L3912,TestedOn.java,src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java,L3911,1,0,9,0,0,0,1,0
1315,L3913,TestedOnSupplier.java,src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java,L3911,2,0,18,0,0,0,2,1
1316,L4900,EachTestNotifier.java,src/main/java/org/junit/internal/runners/model/EachTestNotifier.java,L4899,3,0,38,2,107,0,12,0
1317,L4901,MultipleFailureException.java,src/main/java/org/junit/internal/runners/model/MultipleFailureException.java,L4899,1,0,9,1,107,0,6,0
1318,L4902,ReflectiveCallable.java,src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java,L4899,2,0,12,0,0,0,1,0
1319,L4943,RuleFieldValidator.java,src/main/java/org/junit/internal/runners/rules/RuleFieldValidator.java,L4942,7,0,57,1,134,0,1,1
1320,L5029,ExpectException.java,src/main/java/org/junit/internal/runners/statements/ExpectException.java,L5028,5,0,31,1,20,0,6,0
1321,L5030,Fail.java,src/main/java/org/junit/internal/runners/statements/Fail.java,L5028,1,0,12,0,0,0,2,0
1322,L5031,FailOnTimeout.java,src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java,L5028,4,0,36,1,134,0,6,0
1323,L5032,InvokeMethod.java,src/main/java/org/junit/internal/runners/statements/InvokeMethod.java,L5028,1,0,15,0,0,0,3,0
1324,L5033,RunAfters.java,src/main/java/org/junit/internal/runners/statements/RunAfters.java,L5028,4,0,34,1,107,0,8,1
1325,L5034,RunBefores.java,src/main/java/org/junit/internal/runners/statements/RunBefores.java,L5028,2,0,20,0,0,0,4,0
1326,L1641,AllTests.java,src/test/java/junit/samples/AllTests.java,L1640,1,0,15,0,0,0,1,0
1327,L1642,ListTest.java,src/test/java/junit/samples/ListTest.java,L1640,3,0,54,0,0,0,1,0
1328,L1643,package-info.java,src/test/java/junit/samples/package-info.java,L1640,1,0,1,0,0,0,1,0
1329,L1644,SimpleTest.java,src/test/java/junit/samples/SimpleTest.java,L1640,1,0,35,0,0,0,1,1
1330,L1904,AllTests.java,src/test/java/junit/tests/AllTests.java,L1903,1,0,15,0,0,0,1,0
1331,L1905,package-info.java,src/test/java/junit/tests/package-info.java,L1903,1,0,1,0,0,0,1,0
1332,L1906,WasRun.java,src/test/java/junit/tests/WasRun.java,L1903,1,0,9,0,0,0,1,0
1333,L1695,IMoney.java,src/test/java/junit/samples/money/IMoney.java,L1694,1,0,11,0,0,0,1,0
1334,L1696,Money.java,src/test/java/junit/samples/money/Money.java,L1694,7,0,65,0,0,0,1,0
1335,L1697,MoneyBag.java,src/test/java/junit/samples/money/MoneyBag.java,L1694,20,0,108,0,0,0,1,0
1336,L1698,MoneyTest.java,src/test/java/junit/samples/money/MoneyTest.java,L1694,1,0,123,0,0,0,1,0
1337,L1699,package-info.java,src/test/java/junit/samples/money/package-info.java,L1694,1,0,1,0,0,0,1,0
1338,L1920,ActiveTestTest.java,src/test/java/junit/tests/extensions/ActiveTestTest.java,L1919,2,0,51,0,0,0,1,0
1339,L1921,AllTests.java,src/test/java/junit/tests/extensions/AllTests.java,L1919,1,0,15,0,0,0,1,0
1340,L1922,ExtensionTest.java,src/test/java/junit/tests/extensions/ExtensionTest.java,L1919,1,0,78,0,0,0,1,0
1341,L1923,package-info.java,src/test/java/junit/tests/extensions/package-info.java,L1919,1,0,1,0,0,0,1,0
1342,L1924,RepeatedTestTest.java,src/test/java/junit/tests/extensions/RepeatedTestTest.java,L1919,2,0,50,0,0,0,1,0
1343,L2036,AllTests.java,src/test/java/junit/tests/framework/AllTests.java,L2035,1,0,22,0,0,0,1,0
1344,L2037,AssertTest.java,src/test/java/junit/tests/framework/AssertTest.java,L2035,15,0,138,1,107,1,6,0
1345,L2038,ComparisonCompactorTest.java,src/test/java/junit/tests/framework/ComparisonCompactorTest.java,L2035,1,0,81,0,0,0,1,0
1346,L2039,ComparisonFailureTest.java,src/test/java/junit/tests/framework/ComparisonFailureTest.java,L2035,6,0,39,1,107,0,5,0
1347,L2040,DoublePrecisionAssertTest.java,src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java,L2035,5,0,42,0,0,0,1,0
1348,L2041,Failure.java,src/test/java/junit/tests/framework/Failure.java,L2035,1,0,8,0,0,0,1,0
1349,L2042,FloatAssertTest.java,src/test/java/junit/tests/framework/FloatAssertTest.java,L2035,6,0,49,0,0,0,1,0
1350,L2043,InheritedTestCase.java,src/test/java/junit/tests/framework/InheritedTestCase.java,L2035,1,0,5,0,0,0,1,0
1351,L2044,NoArgTestCaseTest.java,src/test/java/junit/tests/framework/NoArgTestCaseTest.java,L2035,1,0,6,0,0,0,1,0
1352,L2045,NoTestCaseClass.java,src/test/java/junit/tests/framework/NoTestCaseClass.java,L2035,1,0,5,0,0,0,1,0
1353,L2046,NoTestCases.java,src/test/java/junit/tests/framework/NoTestCases.java,L2035,1,0,6,0,0,0,1,0
1354,L2047,NotPublicTestCase.java,src/test/java/junit/tests/framework/NotPublicTestCase.java,L2035,1,0,8,0,0,0,1,0
1355,L2048,NotVoidTestCase.java,src/test/java/junit/tests/framework/NotVoidTestCase.java,L2035,1,0,9,0,0,0,1,0
1356,L2049,OneTestCase.java,src/test/java/junit/tests/framework/OneTestCase.java,L2035,1,0,10,0,0,0,1,0
1357,L2050,OverrideTestCase.java,src/test/java/junit/tests/framework/OverrideTestCase.java,L2035,1,0,6,0,0,0,1,0
1358,L2051,package-info.java,src/test/java/junit/tests/framework/package-info.java,L2035,1,0,1,0,0,0,1,0
1359,L2052,Success.java,src/test/java/junit/tests/framework/Success.java,L2035,1,0,9,0,0,0,1,0
1360,L2053,SuiteTest.java,src/test/java/junit/tests/framework/SuiteTest.java,L2035,1,0,94,1,20,1,6,0
1361,L2054,TestCaseTest.java,src/test/java/junit/tests/framework/TestCaseTest.java,L2035,2,0,169,0,0,0,1,0
1362,L2055,TestImplementorTest.java,src/test/java/junit/tests/framework/TestImplementorTest.java,L2035,1,0,43,0,0,0,1,0
1363,L2056,TestListenerTest.java,src/test/java/junit/tests/framework/TestListenerTest.java,L2035,1,0,65,0,0,0,1,1
1364,L2057,ThreeTestCases.java,src/test/java/junit/tests/framework/ThreeTestCases.java,L2035,1,0,10,1,20,1,4,0
1365,L2414,AllTests.java,src/test/java/junit/tests/runner/AllTests.java,L2413,1,0,21,1,3,0,3,0
1366,L2415,BaseTestRunnerTest.java,src/test/java/junit/tests/runner/BaseTestRunnerTest.java,L2413,1,0,42,0,0,0,2,0
1367,L2416,package-info.java,src/test/java/junit/tests/runner/package-info.java,L2413,1,0,1,0,0,0,1,0
1368,L2417,StackFilterTest.java,src/test/java/junit/tests/runner/StackFilterTest.java,L2413,1,0,40,0,0,0,1,0
1369,L2418,TextFeedbackTest.java,src/test/java/junit/tests/runner/TextFeedbackTest.java,L2413,2,0,91,0,0,0,1,0
1370,L2419,TextRunnerSingleMethodTest.java,src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java,L2413,1,0,27,0,0,0,1,0
1371,L2420,TextRunnerTest.java,src/test/java/junit/tests/runner/TextRunnerTest.java,L2413,3,0,50,0,0,0,1,0
1372,L6685,ListTest.java,src/test/java/org/junit/samples/ListTest.java,L6684,3,0,63,0,0,0,1,0
1373,L6686,package-info.java,src/test/java/org/junit/samples/package-info.java,L6684,1,0,1,0,0,0,1,0
1374,L6687,SimpleTest.java,src/test/java/org/junit/samples/SimpleTest.java,L6684,1,0,28,0,0,0,1,1
1375,L6772,AllTests.java,src/test/java/org/junit/tests/AllTests.java,L6771,1,0,154,3,107,2,55,3
1376,L6773,ObjectContractTest.java,src/test/java/org/junit/tests/ObjectContractTest.java,L6771,3,0,39,0,0,0,3,0
1377,L6774,package-info.java,src/test/java/org/junit/tests/package-info.java,L6771,1,0,1,0,0,0,1,0
1378,L6775,TestSystem.java,src/test/java/org/junit/tests/TestSystem.java,L6771,1,0,23,0,0,0,1,0
1379,L6714,MoneyTest.java,src/test/java/org/junit/samples/money/MoneyTest.java,L6713,1,0,136,0,0,0,1,0
1380,L6715,package-info.java,src/test/java/org/junit/samples/money/package-info.java,L6713,1,0,1,0,0,0,1,0
1381,L6995,AssertionTest.java,src/test/java/org/junit/tests/assertion/AssertionTest.java,L6994,27,0,400,3,14,1,26,1
1382,L6996,BothTest.java,src/test/java/org/junit/tests/assertion/BothTest.java,L6994,6,0,60,0,0,0,14,0
1383,L6997,EachTest.java,src/test/java/org/junit/tests/assertion/EachTest.java,L6994,1,0,11,0,0,0,5,0
1384,L6998,MultipleFailureExceptionTest.java,src/test/java/org/junit/tests/assertion/MultipleFailureExceptionTest.java,L6994,2,0,42,1,107,0,2,0
1385,L7144,JUnit4ClassRunnerTest.java,src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java,L7143,1,0,43,0,0,0,3,0
1386,L7171,AnnotatedDescriptionTest.java,src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java,L7170,1,0,78,0,0,0,2,0
1387,L7172,SuiteDescriptionTest.java,src/test/java/org/junit/tests/description/SuiteDescriptionTest.java,L7170,1,0,29,0,0,0,2,0
1388,L7173,TestDescriptionTest.java,src/test/java/org/junit/tests/description/TestDescriptionTest.java,L7170,1,0,9,0,0,0,2,0
1389,L7237,AssumptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionTest.java,L7236,4,0,152,1,20,0,13,0
1390,L7238,AssumptionViolatedExceptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java,L7236,1,0,44,0,0,0,8,0
1391,L7239,ExperimentalTests.java,src/test/java/org/junit/tests/experimental/ExperimentalTests.java,L7236,1,0,25,0,0,0,2,0
1392,L7240,MatcherTest.java,src/test/java/org/junit/tests/experimental/MatcherTest.java,L7236,1,0,35,0,0,0,2,0
1393,L9088,AllTestsTest.java,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java,L9087,1,0,68,0,0,0,5,0
1394,L9089,ClassRequestTest.java,src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java,L9087,1,0,16,0,0,0,3,0
1395,L9090,ForwardCompatibilityPrintingTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java,L9087,2,0,76,0,0,0,1,0
1396,L9091,ForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java,L9087,1,0,191,0,0,0,4,0
1397,L9092,InitializationErrorForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java,L9087,1,0,82,0,0,0,3,0
