,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
868,L30482,ImportAction.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/ImportAction.java,L30477,6,0,130,0,0,2,0,0
869,L30483,Importer.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/Importer.java,L30477,54,0,416,2,70,6,0,0
870,L30484,ImportExportComponent.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/ImportExportComponent.java,L30477,2,0,34,0,0,2,0,0
871,L30485,ImportExportData.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/ImportExportData.java,L30477,1,0,19,0,0,2,0,0
872,L30486,ImportExportModel.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/ImportExportModel.java,L30477,1,0,21,0,0,2,0,0
873,L30487,ImportExportProvider.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/ImportExportProvider.java,L30477,1,0,46,0,0,2,0,0
874,L30488,package-info.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/package-info.java,L30477,1,0,1,0,0,2,0,0
875,L30489,SubmenuMenu.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/SubmenuMenu.java,L30477,3,0,46,0,0,2,0,0
876,L30807,AssociatedComponentType.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/AssociatedComponentType.java,L30806,1,0,17,0,0,2,0,0
877,L30808,ComponentListType.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/ComponentListType.java,L30806,3,0,43,0,0,2,0,0
878,L30809,ComponentRefType.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/ComponentRefType.java,L30806,1,0,33,0,0,2,0,0
879,L30810,ComponentType.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/ComponentType.java,L30806,5,0,121,0,0,2,0,0
880,L30811,NameValueType.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/NameValueType.java,L30806,1,0,25,0,0,2,0,0
881,L30812,ObjectFactory.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/ObjectFactory.java,L30806,1,0,30,0,0,2,0,0
882,L30813,package-info.java,ImportExportProvider/src/main/java/gov/nasa/arc/mct/importExport/provider/generated/package-info.java,L30806,1,0,2,0,0,2,0,0
883,L52626,CustomFileChooser.java,ImportExportProvider/src/main/java/gov/nasa/jsc/mct/importExport/utilities/CustomFileChooser.java,L52625,3,0,55,0,0,2,0,0
884,L52627,Utilities.java,ImportExportProvider/src/main/java/gov/nasa/jsc/mct/importExport/utilities/Utilities.java,L52625,9,0,79,0,0,2,0,0
885,L52628,ValidationException.java,ImportExportProvider/src/main/java/gov/nasa/jsc/mct/importExport/utilities/ValidationException.java,L52625,1,0,7,0,0,2,0,0
886,L52629,XMLFileFilter.java,ImportExportProvider/src/main/java/gov/nasa/jsc/mct/importExport/utilities/XMLFileFilter.java,L52625,2,0,13,0,0,2,0,0
887,L52630,XMLPersistence.java,ImportExportProvider/src/main/java/gov/nasa/jsc/mct/importExport/utilities/XMLPersistence.java,L52625,25,0,205,0,0,2,0,0
888,L30498,ExportActionTest.java,ImportExportProvider/src/test/java/gov/nasa/arc/mct/importExport/provider/ExportActionTest.java,L30497,3,0,93,1,590,3,0,0
889,L30499,ExporterTest.java,ImportExportProvider/src/test/java/gov/nasa/arc/mct/importExport/provider/ExporterTest.java,L30497,5,0,377,0,0,2,0,0
890,L30500,ImportActionTest.java,ImportExportProvider/src/test/java/gov/nasa/arc/mct/importExport/provider/ImportActionTest.java,L30497,1,0,41,0,0,2,0,0
891,L30501,ImporterTest.java,ImportExportProvider/src/test/java/gov/nasa/arc/mct/importExport/provider/ImporterTest.java,L30497,8,0,298,2,70,4,0,0
892,L52635,XMLPersistenceTest.java,ImportExportProvider/src/test/java/gov/nasa/jsc/mct/importExport/utilities/XMLPersistenceTest.java,L52634,2,0,113,0,0,2,0,0
893,L31722,LimitLineComponent.java,limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineComponent.java,L31720,5,0,119,3,70,6,0,0
894,L31724,LimitLineCreateWizardUI.java,limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineCreateWizardUI.java,L31720,4,0,119,1,70,1,0,0
895,L31725,LimitLineEditor.java,limits/src/main/java/gov/nasa/arc/mct/limits/LimitLineEditor.java,L31720,5,0,53,1,70,1,0,0
896,L31749,LimitEventProvider.java,limits/src/main/java/gov/nasa/arc/mct/limits/data/LimitEventProvider.java,L31747,10,0,80,1,70,1,0,0
897,L31750,TimeServiceImpl.java,limits/src/main/java/gov/nasa/arc/mct/limits/data/TimeServiceImpl.java,L31747,1,0,13,3,70,5,0,0
898,L31736,LimitLineComponentTest.java,limits/src/test/java/gov/nasa/arc/mct/limits/LimitLineComponentTest.java,L31733,1,0,44,1,70,1,0,0
899,L34235,MockPlatform.java,tests/src/main/java/gov/nasa/arc/mct/platform/spi/MockPlatform.java,L34234,1,0,229,4,590,22,0,0
900,L35970,Activator.java,serviceConfigurator/src/main/java/gov/nasa/arc/mct/services/config/impl/Activator.java,L35969,8,0,78,0,0,1,0,0
901,L35972,Service.java,serviceConfigurator/src/main/java/gov/nasa/arc/mct/services/config/impl/Service.java,L35969,5,0,66,0,0,1,0,0
902,L36651,LinkedHashSet.java,util/src/main/java/gov/nasa/arc/mct/util/LinkedHashSet.java,L36646,14,0,118,1,590,3,0,0
903,L36653,MCTIcons.java,util/src/main/java/gov/nasa/arc/mct/util/MCTIcons.java,L36646,4,0,37,1,590,3,0,0
904,L38885,NonTimePlotComponentProvider.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/NonTimePlotComponentProvider.java,L38884,1,0,34,2,590,7,0,0
905,L38903,NonTimePolicy.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/policy/NonTimePolicy.java,L38902,6,0,32,2,590,3,0,0
906,L38912,NonTimeColorPalette.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/NonTimeColorPalette.java,L38911,5,0,90,2,590,3,0,0
907,L38913,NonTimePlot.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/NonTimePlot.java,L38911,5,0,108,2,590,6,0,0
908,L38914,NonTimePlotView.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/NonTimePlotView.java,L38911,34,0,195,2,590,8,0,0
909,L38915,NonTimeShapePalette.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/NonTimeShapePalette.java,L38911,8,0,169,2,590,3,0,0
910,L38916,NonTimeSyncPoints.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/NonTimeSyncPoints.java,L38911,2,0,47,2,590,4,0,0
911,L39470,Plot.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/Plot.java,L39469,1,0,15,2,4,3,0,0
912,L39471,PlotAppearance.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/PlotAppearance.java,L39469,1,0,11,2,4,3,0,0
913,L39472,PlotAxis.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/PlotAxis.java,L39469,1,0,9,2,4,2,0,0
914,L39473,PlotComponent.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/PlotComponent.java,L39469,1,0,5,2,4,2,0,0
915,L39474,PlotContents.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/PlotContents.java,L39469,1,0,7,2,4,2,0,0
916,L39475,PlotLine.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/adapter/PlotLine.java,L39469,1,0,11,2,4,3,0,0
917,L39560,PlotLineFactory.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/PlotLineFactory.java,L39559,1,0,5,2,4,2,0,0
918,L39561,PlotterPlot.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/PlotterPlot.java,L39559,8,0,133,2,4,2,0,0
919,L39562,PlotterPlotAxis.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/PlotterPlotAxis.java,L39559,5,0,43,2,4,2,0,0
920,L39563,PlotterPlotContents.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/PlotterPlotContents.java,L39559,1,0,23,2,4,2,0,0
921,L39564,PlotterPlotLine.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/PlotterPlotLine.java,L39559,2,0,41,2,4,2,0,0
922,L39565,ScatterPlotLineFactory.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/ScatterPlotLineFactory.java,L39559,1,0,18,2,4,2,0,0
923,L39566,TemporalPlotLineFactory.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/bridge/TemporalPlotLineFactory.java,L39559,2,0,21,2,4,2,0,0
924,L39734,DataHandler.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/data/DataHandler.java,L39733,1,0,7,2,4,2,0,0
925,L39735,DataInterpreter.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/data/DataInterpreter.java,L39733,6,0,48,2,4,3,0,0
926,L39736,DataReceiver.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/data/DataReceiver.java,L39733,1,0,4,2,4,2,0,0
927,L39737,DataSplitter.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/data/DataSplitter.java,L39733,3,0,20,2,4,2,0,0
928,L39793,FeedAssigner.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/feed/FeedAssigner.java,L39792,1,0,3,2,4,2,0,0
929,L39794,FeedDatum.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/feed/FeedDatum.java,L39792,1,0,4,2,4,2,0,0
930,L39801,GenericSettings.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/GenericSettings.java,L39800,25,0,206,2,4,2,0,0
931,L39802,LineSettings.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/LineSettings.java,L39800,1,0,59,2,4,2,0,0
932,L39803,LineSetupPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/LineSetupPanel.java,L39800,15,0,148,2,4,2,0,0
933,L39804,PlotBehaviorPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotBehaviorPanel.java,L39800,16,0,461,2,4,2,0,0
934,L39805,PlotConfiguration.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotConfiguration.java,L39800,1,0,56,2,4,2,0,0
935,L39806,PlotConfigurationDelegator.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotConfigurationDelegator.java,L39800,1,0,141,2,4,2,0,0
936,L39807,PlotConstants.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotConstants.java,L39800,4,0,229,2,4,2,0,0
937,L39808,PlotControlsLayout.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotControlsLayout.java,L39800,22,0,183,2,4,2,0,0
938,L39809,PlotLineColorPalette.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotLineColorPalette.java,L39800,5,0,94,2,4,2,0,0
939,L39810,PlotLineGlobalConfiguration.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotLineGlobalConfiguration.java,L39800,12,0,65,2,4,2,0,0
940,L39811,PlotLineShapePalette.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotLineShapePalette.java,L39800,8,0,169,2,4,2,0,0
941,L39812,PlotSettings.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotSettings.java,L39800,19,0,273,2,4,2,0,0
942,L39813,PlotSettingsControlArea.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotSettingsControlArea.java,L39800,1,0,27,2,4,2,0,0
943,L39814,PlotSettingsControlContainer.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotSettingsControlContainer.java,L39800,2,0,75,2,4,2,0,0
944,L39815,PlotSettingsPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotSettingsPanel.java,L39800,11,0,85,2,4,2,0,0
945,L39816,PlotSettingsSubPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/settings/PlotSettingsSubPanel.java,L39800,2,0,40,2,4,2,0,0
946,L41319,PlotPersistenceHandler.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/view/PlotPersistenceHandler.java,L41318,25,0,134,2,4,2,0,0
947,L41320,PlotView.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/plot/view/PlotView.java,L41318,3,0,29,2,4,3,0,0
948,L38919,LabeledTextField.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/controls/LabeledTextField.java,L38918,6,0,109,2,590,7,0,0
949,L38920,NonTimeControlPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/controls/NonTimeControlPanel.java,L38918,8,0,90,2,590,5,0,0
950,L38921,NonTimeMinMaxPanel.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/controls/NonTimeMinMaxPanel.java,L38918,6,0,53,2,590,4,0,0
951,L38922,NonTimePlotSettings.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/controls/NonTimePlotSettings.java,L38918,3,0,67,2,590,4,0,0
952,L39123,LegendEntryView.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/legend/LegendEntryView.java,L39122,7,0,88,2,4,8,0,0
953,L39124,LegendManager.java,nonTimePlots/src/main/java/gov/nasa/arc/mct/nontimeplot/view/legend/LegendManager.java,L39122,2,0,24,2,4,6,0,0
954,L42214,DirectoryBundlesListTracker.java,startup/src/main/java/gov/nasa/arc/mct/launch/DirectoryBundlesListTracker.java,L42213,2,0,16,1,590,3,0,0
955,L42215,MCTProperties.java,startup/src/main/java/gov/nasa/arc/mct/launch/MCTProperties.java,L42213,9,0,80,1,590,3,0,0
956,L42216,Startup.java,startup/src/main/java/gov/nasa/arc/mct/launch/Startup.java,L42213,38,0,213,1,590,3,0,0
957,L42400,ConfigurationService.java,subscriptionManager/src/main/java/gov/nasa/arc/mct/subscribe/manager/config/ConfigurationService.java,L42399,3,0,32,2,70,4,0,0
958,L42397,SubscriptionManagerServiceTest.java,subscriptionManager/src/test/java/gov/nasa/arc/mct/subscribe/manager/SubscriptionManagerServiceTest.java,L42396,1,0,81,2,70,4,0,0
959,L42402,ConfigurationServiceTest.java,subscriptionManager/src/test/java/gov/nasa/arc/mct/subscribe/manager/config/ConfigurationServiceTest.java,L42401,1,0,37,2,70,4,0,0
960,L42812,TableViewProvider.java,tableViews/src/main/java/gov/nasa/arc/mct/table/TableViewProvider.java,L42811,1,0,33,3,70,4,0,0
961,L42983,LabeledTable.java,tableViews/src/main/java/gov/nasa/arc/mct/table/gui/LabeledTable.java,L42980,202,0,1026,2,590,3,1,0
962,L45681,TableFormattingConstants.java,tableViews/src/main/java/gov/nasa/arc/mct/table/view/TableFormattingConstants.java,L45669,1,0,88,1,70,1,0,0
963,L45686,TableViewManifestation.java,tableViews/src/main/java/gov/nasa/arc/mct/table/view/TableViewManifestation.java,L45669,191,0,1135,2,590,7,0,0
964,L44277,TableStructureTest.java,tableViews/src/test/java/gov/nasa/arc/mct/table/model/TableStructureTest.java,L44272,13,0,330,3,70,8,0,0
965,L45279,TableViewPolicyTest.java,tableViews/src/test/java/gov/nasa/arc/mct/table/policy/TableViewPolicyTest.java,L45278,3,0,241,3,70,8,0,0
966,L51931,FeedAggregatorService.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/feed/FeedAggregatorService.java,L51930,38,0,318,2,70,2,0,0
967,L49642,DiskBufferEnv.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/config/DiskBufferEnv.java,L49640,23,0,349,2,70,2,0,0
968,L50653,DataBufferFactory.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/internal/DataBufferFactory.java,L50649,7,0,63,2,70,2,0,0
969,L50656,NonCODataBuffer.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/internal/NonCODataBuffer.java,L50649,57,0,335,2,70,2,0,0
970,L50075,FastDiskDataBufferHelper.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/disk/internal/FastDiskDataBufferHelper.java,L50072,2,0,28,2,70,2,0,0
971,L50079,MetaDiskBuffer.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/disk/internal/MetaDiskBuffer.java,L50072,38,0,223,2,70,2,0,0
972,L50080,NonCODDiskDataBufferHelper.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/disk/internal/NonCODDiskDataBufferHelper.java,L50072,2,0,28,2,70,2,0,0
973,L50083,PartitionNonCODDiskBuffer.java,timeSequenceFeedAggregator/src/main/java/gov/nasa/arc/mct/buffer/disk/internal/PartitionNonCODDiskBuffer.java,L50072,48,0,400,2,70,2,0,0
974,L52139,CreateExecutableButtonComponentWizardUI.java,executableButtons/src/main/java/gov/nasa/jsc/mct/executable/buttons/CreateExecutableButtonComponentWizardUI.java,L52138,3,0,109,1,70,1,0,0
975,L52141,ExecutableButtonComponentProvider.java,executableButtons/src/main/java/gov/nasa/jsc/mct/executable/buttons/ExecutableButtonComponentProvider.java,L52138,2,0,77,1,70,5,0,0
976,L52145,ExecutableButtonSettings.java,executableButtons/src/main/java/gov/nasa/jsc/mct/executable/buttons/ExecutableButtonSettings.java,L52138,7,0,77,1,70,1,0,0
977,L52511,TestExecutableButtonComponentProvider.java,executableButtons/src/test/java/gov/nasa/jsc/mct/executables/buttons/TestExecutableButtonComponentProvider.java,L52510,1,0,63,1,70,3,0,0
978,L52852,APICreationAction.java,exampleplugin/src/main/java/org/acme/example/actions/APICreationAction.java,L52849,6,0,58,1,70,1,0,0
979,L53187,FilterViewPolicy.java,exampleplugin/src/main/java/org/acme/example/policy/FilterViewPolicy.java,L53186,5,0,32,1,70,1,0,0
980,L53200,TelemetryComponent.java,exampleplugin/src/main/java/org/acme/example/telemetry/TelemetryComponent.java,L53198,3,0,92,3,70,5,0,0
981,L53203,TestDataFeed.java,exampleplugin/src/main/java/org/acme/example/telemetry/TestDataFeed.java,L53198,6,0,66,1,70,2,0,0
982,L53204,TimeServiceImpl.java,exampleplugin/src/main/java/org/acme/example/telemetry/TimeServiceImpl.java,L53198,1,0,13,3,70,5,0,0
983,L53362,SaveModelStateView.java,exampleplugin/src/main/java/org/acme/example/view/SaveModelStateView.java,L53357,2,0,112,1,70,1,0,0
984,L53363,ShowChildrenInTableView.java,exampleplugin/src/main/java/org/acme/example/view/ShowChildrenInTableView.java,L53357,22,0,240,1,70,4,1,0
985,L52846,MultiColActivator.java,multiColumnTables/src/main/java/org/acme/example/MultiColActivator.java,L52845,1,0,16,3,590,5,0,0
986,L52847,package-info.java,multiColumnTables/src/main/java/org/acme/example/package-info.java,L52845,1,0,1,3,590,4,0,0
987,L52964,ComponentRegistryAccess.java,multiColumnTables/src/main/java/org/acme/example/component/ComponentRegistryAccess.java,L52963,1,0,16,3,590,4,0,0
988,L52965,MultiColComponentProvider.java,multiColumnTables/src/main/java/org/acme/example/component/MultiColComponentProvider.java,L52963,2,0,24,3,590,10,0,0
989,L52966,package-info.java,multiColumnTables/src/main/java/org/acme/example/component/package-info.java,L52963,1,0,1,3,590,4,0,0
990,L53365,BorderState.java,multiColumnTables/src/main/java/org/acme/example/view/BorderState.java,L53364,19,0,118,3,590,5,0,0
991,L53366,ColumnType.java,multiColumnTables/src/main/java/org/acme/example/view/ColumnType.java,L53364,5,0,21,3,590,9,0,0
992,L53367,ContentAlignment.java,multiColumnTables/src/main/java/org/acme/example/view/ContentAlignment.java,L53364,1,0,15,3,590,4,0,0
993,L53368,DisplayedValue.java,multiColumnTables/src/main/java/org/acme/example/view/DisplayedValue.java,L53364,2,0,59,3,590,6,0,0
994,L53369,DynamicValueCellRender.java,multiColumnTables/src/main/java/org/acme/example/view/DynamicValueCellRender.java,L53364,1,0,20,3,590,4,0,0
995,L53370,MultiColCellRenderer.java,multiColumnTables/src/main/java/org/acme/example/view/MultiColCellRenderer.java,L53364,1,0,9,3,590,7,0,0
996,L53371,MultiColColumnRenderer.java,multiColumnTables/src/main/java/org/acme/example/view/MultiColColumnRenderer.java,L53364,1,0,18,3,590,8,0,0
997,L53372,MultiColTableModel.java,multiColumnTables/src/main/java/org/acme/example/view/MultiColTableModel.java,L53364,15,0,98,3,590,24,0,0
998,L53373,MultiColView.java,multiColumnTables/src/main/java/org/acme/example/view/MultiColView.java,L53364,46,0,290,3,590,19,0,0
999,L53374,package-info.java,multiColumnTables/src/main/java/org/acme/example/view/package-info.java,L53364,1,0,1,3,590,5,0,0
1000,L53375,TableSettingsControlPanel.java,multiColumnTables/src/main/java/org/acme/example/view/TableSettingsControlPanel.java,L53364,13,0,118,3,590,14,0,0
1001,L53376,TimeCellRender.java,multiColumnTables/src/main/java/org/acme/example/view/TimeCellRender.java,L53364,1,0,24,3,590,8,0,0
1002,L53377,ViewSettings.java,multiColumnTables/src/main/java/org/acme/example/view/ViewSettings.java,L53364,1,0,51,3,590,13,0,0
1003,L54371,Axis.java,Plotter/src/main/java/plotter/Axis.java,L54370,4,0,66,2,70,3,0,0
1004,L54372,AxisLabel.java,Plotter/src/main/java/plotter/AxisLabel.java,L54370,1,0,13,0,0,1,0,0
1005,L54373,Dataset.java,Plotter/src/main/java/plotter/Dataset.java,L54370,1,0,5,0,0,1,0,0
1006,L54374,DateNumberFormat.java,Plotter/src/main/java/plotter/DateNumberFormat.java,L54370,1,0,35,2,590,3,0,0
1007,L54375,DoubleData.java,Plotter/src/main/java/plotter/DoubleData.java,L54370,5,0,51,2,590,4,0,0
1008,L54376,DoubleDataDouble.java,Plotter/src/main/java/plotter/DoubleDataDouble.java,L54370,77,0,303,2,590,2,0,0
1009,L54377,DoubleDataFloat.java,Plotter/src/main/java/plotter/DoubleDataFloat.java,L54370,98,0,375,2,590,2,0,0
1010,L54378,ExpFormat.java,Plotter/src/main/java/plotter/ExpFormat.java,L54370,1,0,26,0,0,1,0,0
1011,L54379,IntegerTickMarkCalculator.java,Plotter/src/main/java/plotter/IntegerTickMarkCalculator.java,L54370,4,0,31,0,0,1,0,0
1012,L54380,LinearTickMarkCalculator.java,Plotter/src/main/java/plotter/LinearTickMarkCalculator.java,L54370,18,0,119,4,70,6,0,0
1013,L54381,LogTickMarkCalculator.java,Plotter/src/main/java/plotter/LogTickMarkCalculator.java,L54370,8,0,46,0,0,1,0,0
1014,L54382,MultiLineLabelUI.java,Plotter/src/main/java/plotter/MultiLineLabelUI.java,L54370,65,0,305,0,0,1,0,0
1015,L54383,package-info.java,Plotter/src/main/java/plotter/package-info.java,L54370,1,0,1,0,0,1,0,0
1016,L54384,Plot.java,Plotter/src/main/java/plotter/Plot.java,L54370,1,0,8,0,0,1,0,0
1017,L54385,Rotation.java,Plotter/src/main/java/plotter/Rotation.java,L54370,1,0,14,0,0,1,0,0
1018,L54386,Shapes.java,Plotter/src/main/java/plotter/Shapes.java,L54370,4,0,96,4,70,5,0,0
1019,L54387,TickMarkCalculator.java,Plotter/src/main/java/plotter/TickMarkCalculator.java,L54370,1,0,4,4,70,6,0,0
1020,L54388,TimeSystemFormattedLabel.java,Plotter/src/main/java/plotter/TimeSystemFormattedLabel.java,L54370,1,0,21,2,70,2,0,0
1021,L54389,TimeTickMarkCalculator.java,Plotter/src/main/java/plotter/TimeTickMarkCalculator.java,L54370,34,0,190,4,70,6,0,0
1022,L54393,CountingGraphics.java,Plotter/src/test/java/plotter/CountingGraphics.java,L54392,6,0,103,4,70,6,0,0
1023,L54394,DoubleDiffer.java,Plotter/src/test/java/plotter/DoubleDiffer.java,L54392,1,0,12,0,0,1,0,0
1024,L54395,GraphicsProxy.java,Plotter/src/test/java/plotter/GraphicsProxy.java,L54392,1,0,282,0,0,1,0,0
1025,L54396,JUnitAll.java,Plotter/src/test/java/plotter/JUnitAll.java,L54392,1,0,20,2,590,3,0,0
1026,L54397,JUnitDateNumberFormat.java,Plotter/src/test/java/plotter/JUnitDateNumberFormat.java,L54392,1,0,25,0,0,1,0,0
1027,L54398,JUnitDoubleDataDouble.java,Plotter/src/test/java/plotter/JUnitDoubleDataDouble.java,L54392,63,0,912,2,590,2,0,0
1028,L54399,JUnitDoubleDataFloat.java,Plotter/src/test/java/plotter/JUnitDoubleDataFloat.java,L54392,74,0,1035,2,590,2,0,0
1029,L54400,JUnitExpFormat.java,Plotter/src/test/java/plotter/JUnitExpFormat.java,L54392,1,0,20,0,0,1,0,0
1030,L54401,JUnitIntegerTickMarkCalculator.java,Plotter/src/test/java/plotter/JUnitIntegerTickMarkCalculator.java,L54392,2,0,120,2,70,3,0,0
1031,L54402,JUnitLinearTickMarkCalculator.java,Plotter/src/test/java/plotter/JUnitLinearTickMarkCalculator.java,L54392,3,0,128,4,70,8,0,0
1032,L54403,JUnitLogTickMarkCalculator.java,Plotter/src/test/java/plotter/JUnitLogTickMarkCalculator.java,L54392,2,0,126,2,70,3,0,0
1033,L54404,JUnitTimeTickMarkCalculator.java,Plotter/src/test/java/plotter/JUnitTimeTickMarkCalculator.java,L54392,3,0,229,4,70,8,0,0
1034,L54405,LineChecker.java,Plotter/src/test/java/plotter/LineChecker.java,L54392,15,0,83,0,0,1,0,0
1035,L54406,PropertyTester.java,Plotter/src/test/java/plotter/PropertyTester.java,L54392,23,0,79,0,0,1,0,0
1036,L55194,package-info.java,Plotter/src/main/java/plotter/internal/package-info.java,L55193,1,0,1,0,0,1,0,0
1037,L55195,RangeSet.java,Plotter/src/main/java/plotter/internal/RangeSet.java,L55193,18,0,95,0,0,1,0,0
1038,L55551,CompressingXYDataset.java,Plotter/src/main/java/plotter/xy/CompressingXYDataset.java,L55550,47,0,323,0,0,1,0,0
1039,L55552,CompressionOutput.java,Plotter/src/main/java/plotter/xy/CompressionOutput.java,L55550,1,0,6,0,0,1,0,0
1040,L55553,Compressor.java,Plotter/src/main/java/plotter/xy/Compressor.java,L55550,1,0,8,0,0,1,0,0
1041,L55554,DefaultCompressor.java,Plotter/src/main/java/plotter/xy/DefaultCompressor.java,L55550,52,0,238,0,0,1,0,0
1042,L55555,DefaultXYLayoutGenerator.java,Plotter/src/main/java/plotter/xy/DefaultXYLayoutGenerator.java,L55550,16,0,75,0,0,1,0,0
1043,L55556,LinearXYAxis.java,Plotter/src/main/java/plotter/xy/LinearXYAxis.java,L55550,31,0,225,4,70,14,0,0
1044,L55557,LinearXYPlotLine.java,Plotter/src/main/java/plotter/xy/LinearXYPlotLine.java,L55550,64,0,409,4,590,11,0,0
1045,L55558,MissingPointMode.java,Plotter/src/main/java/plotter/xy/MissingPointMode.java,L55550,1,0,7,0,0,1,0,0
1046,L55559,package-info.java,Plotter/src/main/java/plotter/xy/package-info.java,L55550,1,0,1,0,0,1,0,0
1047,L55560,PointData.java,Plotter/src/main/java/plotter/xy/PointData.java,L55550,1,0,44,2,590,3,0,0
1048,L55561,ScatterXYPlotLine.java,Plotter/src/main/java/plotter/xy/ScatterXYPlotLine.java,L55550,85,0,489,4,590,10,0,0
1049,L55562,SimpleXYDataset.java,Plotter/src/main/java/plotter/xy/SimpleXYDataset.java,L55550,35,0,228,0,0,1,0,0
